"GAMEPLAY_Pve_Travel_Reverse"	"Reise"
"CarPart_Grid_3_Desc"	"Verschiedene behelfsmäßige Rohrbauteile. Lassen Projektile passieren."
"CarPart_Grid_3_Name"	"Gitter 3"
"CarPart_Grid_4_Desc"	"Verschiedene behelfsmäßige Rohrbauteile. Lassen Projektile passieren."
"CarPart_Grid_4_Name"	"Gitter 4"
"CarPart_HolderArc_rare_Desc"	"Eingeschmolzene Schwellerteile, die in eine praktische Form gegossen wurden."
"CarPart_HolderArc_rare_Name"	"Halbbogen"
"CarPart_Holder_2x2_Desc"	"Eingeschmolzene Schwellerteile, die in eine praktische Form gegossen wurden."
"CarPart_Holder_2x2_Name"	"Kleine Strebe"
"CarPart_Holder_2x4_Reverse_Desc"	"Eingeschmolzene Schwellerteile, die in eine praktische Form gegossen wurden."
"CarPart_Holder_2x4_Reverse_Name"	"Doppelte Strebe"
"CarPart_Holder_4x2_Desc"	"Eingeschmolzene Schwellerteile, die in eine praktische Form gegossen wurden."
"CarPart_Holder_4x2_Name"	"Breite Strebe"
"CarPart_Holder_4x3_rare_Desc"	"Eingeschmolzene Schwellerteile, die in eine praktische Form gegossen wurden."
"CarPart_Holder_4x3_rare_Name"	"Mittlere Strebe"
"CarPart_JunkBumper_Desc"	"Eine robuste Stoßstange für schwere Maschinen."
"CarPart_JunkBumper_Name"	"Schreckstoß-Stange"
"CarPart_MilitaryArmorPlate1_Desc"	"Militärisches Bauteil."
"CarPart_MilitaryArmorPlate1_Name"	"Militärisches Verkleidung"
"CarPart_MilitaryArmorPlate2_Desc"	"Militärisches Bauteil."
"CarPart_MilitaryArmorPlate2_Name"	"Militärischer Rammbock"
"CarPart_MilitaryArmorPlate3_Desc"	"Militärisches Bauteil."
"CarPart_MilitaryArmorPlate3_Name"	"Militärische Dornenplatte"
"CarPart_MilitaryFender_Desc"	"Militärisches Bauteil."
"CarPart_MilitaryFender_Name"	"Militärischer Kotflügel"
"CarPart_Military_box_1x2x8_desc"	"Ein sehr schweres und robustes militärisches Strukturteil, das von einem alten Panzerfahrzeug entfernt wurde."
"CarPart_Military_box_1x2x8_name"	"Schützenpanzer-Gehäuse 2"
"CarPart_Military_box_4x1x8_desc"	"Ein sehr schweres und robustes militärisches Strukturteil, das von einem alten Panzerfahrzeug entfernt wurde."
"CarPart_Military_box_4x1x8_name"	"Schützenpanzer-Gehäuse 2"
"CarPart_Military_box_slope_2x1x4_desc"	"Ein sehr schweres und robustes militärisches Strukturteil, das von einem alten Panzerfahrzeug entfernt wurde."
"CarPart_Military_box_slope_2x1x4_name"	"Militärischer Keil"
"CarPart_Military_box_slope_2x1x8_desc"	"Ein sehr schweres und robustes militärisches Strukturteil, das von einem alten Panzerfahrzeug entfernt wurde."
"CarPart_Military_box_slope_2x1x8_name"	"Verstärkter Keil"
"CarPart_Military_box_slope_4x1x8_desc"	"Ein sehr schweres und robustes militärisches Strukturteil, das von einem alten Panzerfahrzeug entfernt wurde."
"CarPart_Military_box_slope_4x1x8_name"	"Panzerplatte 2"
"CarPart_Military_door_slope_4x1x4_desc"	"Ein sehr schweres und robustes militärisches Strukturteil, das von einem alten Panzerfahrzeug entfernt wurde."
"CarPart_Military_door_slope_4x1x4_name"	"Panzerplatte 3"
"CarPart_Military_door_slope_4x1x6_desc"	"Ein sehr schweres und robustes militärisches Strukturteil, das von einem alten Panzerfahrzeug entfernt wurde."
"CarPart_Military_door_slope_4x1x6_name"	"Panzerplatte 1"
"CarPart_Military_slope_2x1x8_desc"	"Ein sehr schweres und robustes militärisches Strukturteil, das von einem alten Panzerfahrzeug entfernt wurde."
"CarPart_Military_slope_2x1x8_name"	"Panzerplatte 4"
"CarPart_Military_slope_3ple_1x1x8_desc"	"Ein sehr schweres und robustes militärisches Strukturteil, das von einem alten Panzerfahrzeug entfernt wurde."
"CarPart_Military_slope_3ple_1x1x8_name"	"Militärischer Dreifachkeil"
"CarPart_Military_slope_dble_2x1x2_desc"	"Ein sehr schweres und robustes militärisches Strukturteil, das von einem alten Panzerfahrzeug entfernt wurde."
"CarPart_Military_slope_dble_2x1x2_name"	"Militärischer Doppelkeil"
"CarPart_Military_slope_dble_2x1x4_desc"	"Ein sehr schweres und robustes militärisches Strukturteil, das von einem alten Panzerfahrzeug entfernt wurde."
"CarPart_Military_slope_dble_2x1x4_name"	"Militärischer Keil mit Ventilator"
"CarPart_Military_slope_thin_1x1x4_desc"	"Ein sehr schweres und robustes militärisches Strukturteil, das von einem alten Panzerfahrzeug entfernt wurde."
"CarPart_Military_slope_thin_1x1x4_name"	"Dünne Panzerplatte"
"CarPart_Military_tower_slope_4x3x2_desc"	"Ein schwer gepanzertes Modul eines militärischen Transporters."
"CarPart_Military_tower_slope_4x3x2_name"	"Panzerschott"
"CarPart_Military_tower_slope_6x1x6_desc"	"Ein sehr schweres und robustes militärisches Strukturteil, das von einem alten Panzerfahrzeug entfernt wurde."
"CarPart_Military_tower_slope_6x1x6_name"	"Militärturm"
"CarPart_Muscle_back_Desc"	"Für Fälle in denen es nur um Leistung und Geschwindigkeit geht."
"CarPart_Muscle_back_Name"	"«Torino» Heckstoßstange"
"CarPart_Muscle_cap_Desc"	"Für Fälle in denen es nur um Leistung und Geschwindigkeit geht."
"CarPart_Muscle_cap_Name"	"«Torino» Kappe"
"CarPart_Muscle_fender_Desc"	"Für Fälle in denen es nur um Leistung und Geschwindigkeit geht."
"CarPart_Muscle_fender_Name"	"«Torino» Kotflügel"
"CarPart_Muscle_front_Desc"	"Für Fälle in denen es nur um Leistung und Geschwindigkeit geht."
"CarPart_Muscle_front_Name"	"«Torino» Frontstoßstange"
"CarPart_SlopeFrame2x1_rare_desc"	"Ein Fahrzeugteil, das aus Metallrohren hergestellt wurde."
"CarPart_SlopeFrame2x1_rare_name"	"Kleines Spritschutzrohr"
"CarPart_SlopeFrame2x2_rare_desc"	"Ein Fahrzeugteil, das aus Metallrohren hergestellt wurde."
"CarPart_SlopeFrame2x2_rare_name"	"Spritschutzrohr"
"CarPart_SlopeSolid2x1_rare_desc"	"Sturkturteil aus Metall."
"CarPart_SlopeSolid2x1_rare_name"	"Kleiner Spritzschutz"
"CarPart_SlopeSolid2x2_rare_desc"	"Sturkturteil aus Metall."
"CarPart_SlopeSolid2x2_rare_name"	"Spritschutz"
"CarPart_SpearExplosive_Desc"	"Richtet bei Kontakt mit einem Gegner Schaden an."
"CarPart_SpearExplosive_Name"	"Explosiver Speer"
"CarPart_TruckBarrelHalf_Desc"	"Zwei Viertel eines 200-Liter-Fasses, zusammengeschweißt und mit Verstrebungen verstärkt."
"CarPart_TruckBarrelHalf_Name"	"Halbes Fass"
"CarPart_TruckBarrel_Desc"	"Ein Viertel eines 200-Liter-Fasses."
"CarPart_TruckBarrel_Name"	"Fass-Viertelstück"
"CarPart_TruckBox_Desc"	"Ein leeres Gehäuse, das aus Teilen eines Metallcontainers geschweißt wurde."
"CarPart_TruckBox_Name"	"Metallgehäuse"
"CarPart_TruckDoor_Desc"	"Tür eines Frachtgutcontainers."
"CarPart_TruckDoor_Name"	"Truck-Tür"
"CarPart_TruckPipe1x2x1_Desc"	"Ein Stück metallernes Abflussrohr."
"CarPart_TruckPipe1x2x1_Name"	"T-Rohr"
"CarPart_TruckPipe1x2x2_Desc"	"Ein Stück metallernes Abflussrohr."
"CarPart_TruckPipe1x2x2_Name"	"Gekrümmtes Rohr"
"CarPart_TruckPipe4x1x1_Desc"	"Ein Stück metallernes Abflussrohr."
"CarPart_TruckPipe4x1x1_Name"	"Gerades Rohr"
"CarPart_TruckPipeBig2x4_Desc"	"Ein Stück metallernes Abflussrohr."
"CarPart_TruckPipeBig2x4_Name"	"Rohrschild"
"CarPart_TruckPipeBig2x6_Desc"	"Ein Stück metallernes Abflussrohr."
"CarPart_TruckPipeBig2x6_Name"	"Langes Rohrschild"
"CarPart_TruckPipeBigSlope2x4_Desc"	"Ein Stück metallernes Abflussrohr."
"CarPart_TruckPipeBigSlope2x4_Name"	"Doppeltes, gekrümmtes Rohr"
"CarPart_TruckSide2_Desc"	"Teil eines Containers."
"CarPart_TruckSide2_Name"	"Halbe Wand"
"CarPart_TruckSide4_Desc"	"Teil eines Containers."
"CarPart_TruckSide4_Name"	"Containerwand"
"CarPart_TruckSideSquare_Desc"	"Ein Seitenstück eines Trucks."
"CarPart_TruckSideSquare_Name"	"Truck-Verkleidung"
"CarPart_TruckSide_Desc"	"Teil eines Containers."
"CarPart_TruckSide_Name"	"Viertelwand"
"CarPart_TruckSlope2_Desc"	"Ein doppeltes, keilförmiges Bauteil, das aus den Resten eines Containers hergestellt wurde."
"CarPart_TruckSlope2_Name"	"Breiter Keil"
"CarPart_TruckSlope4_Desc"	"Eine große Strebe, die aus Containerteilen geschweißt wurde."
"CarPart_TruckSlope4_Name"	"Große Strebe"
"CarPart_TruckSlopeReverse_Desc"	"Ein großes, keilförmiges Bauteil, der aus Containerwänden hergestellt wurde."
"CarPart_TruckSlopeReverse_Name"	"Doppelter Keil"
"CarPart_TruckSlope_Desc"	"Ein keilförmiges Bauteil eines Trucks."
"CarPart_TruckSlope_Fender_Desc"	"Ein Schutzblech, das aus Containerteilen geschweißt wurde."
"CarPart_TruckSlope_Fender_Name"	"Großer Kotflügel"
"CarPart_TruckSlope_Name"	"Truck-Keil"
"CarPart_VanBack_epic_Desc"	"Ein Stück Metall, das aus einem Van herausgeschnitten wurde."
"CarPart_VanBack_epic_Name"	"Hecktür"
"CarPart_VanBodySide_epic_Desc"	"Ein Stück Metall, das aus einem Van herausgeschnitten wurde."
"CarPart_VanBodySide_epic_Name"	"Minivan-Verkleidung"
"CarPart_VanBumper_Desc"	"Eine schützende Stoßstange. Richtet bei Kollision erhöhten Schaden an."
"CarPart_VanBumper_Name"	"Offroad-Stoßstange"
"CarPart_VanDoor_epic_Desc"	"Ein Stück Metall, das aus einem Van herausgeschnitten wurde."
"CarPart_VanDoor_epic_Name"	"Van-Tür"
"CarPart_VanRoofTent_epic_Desc"	"Ein Teil eines bespannten Dachs."
"CarPart_VanRoofTent_epic_Name"	"Bespanntes Dach"
"CarPart_VanRoof_epic_Desc"	"Eine Plastikverkleidung, die mit Metallstreben verstärkt wurde."
"CarPart_VanRoof_epic_Name"	"Plastikdach"
"CarPart_VanSideTent_epic_Desc"	"Ein Teil einer bespannten Van-Verkleidung."
"CarPart_VanSideTent_epic_Name"	"Bespannte Verkleidung"
"CarPart_VanSide_epic_Desc"	"Ein Stück Metall, das aus einem Van herausgeschnitten wurde."
"CarPart_VanSide_epic_Name"	"Van-Seite"
"CarPart_VanTopEdge_epic_Desc"	"Ein Stück Dachrampe eines Vans."
"CarPart_VanTopEdge_epic_Name"	"Van-Rampe"
"CarPart_VanTop_epic_Desc"	"Ein Stück Metall, das aus einem Van herausgeschnitten wurde."
"CarPart_VanTop_epic_Name"	"Van-Dach"
"CarPart_VanWindow_epic_Desc"	"Ein Stück Metall, das aus einem Van herausgeschnitten wurde."
"CarPart_VanWindow_epic_Name"	"Van-Fenster"
"PARTTYPE_10_frenzied_armor"	"Buggy-Teile"
"PARTTYPE_20_mechanics_van"	"Van-Teile"
"PARTTYPE_30_vagabonds_avia"	"Flugzeug-Teile"
"PARTTYPE_35_35_ActiveModule_WheelDrone"	"Raddrohne"
"PARTTYPE_35_vagabonds_hotrod"	"Hotrod-Teile"
"PARTTYPE_40_scavengers_truck"	"Container-Schrott"
"PARTTYPE_45_scavengers_pipes"	"Fässer und Keile"
"PARTTYPE_48_military_apc"	"Schützenpanzer-Bauteil"
"PARTTYPE_50_10_StructureFrame"	"Rahmen"
"PARTTYPE_50_15_frenzied_armor"	"Buggy-Bauteile"
"PARTTYPE_50_20_mechanics_van"	"Van-Bauteile"
"PARTTYPE_50_20_StructureSolid"	"Strukturteile"
"PARTTYPE_50_23_mechanics_angle"	"Streben"
"PARTTYPE_50_25_mechanics_muscle"	"'Torino'-Bauteile"
"PARTTYPE_50_30_Finisher"	"Außenteile"
"PARTTYPE_50_30_vagabonds_avia"	"Flugzeug-Bauteile"
"PARTTYPE_50_35_vagabonds_hotrod"	"'Hot Rod' Bauteile"
"PARTTYPE_50_40_MeleeBumper"	"Stoßstange"
"PARTTYPE_50_40_scavengers_truck"	"Container-Schrott"
"PARTTYPE_50_45_scavengers_pipes"	"Rohre"
"PARTTYPE_50_48_military_apc"	"Schützenpanzer"
"PARTTYPE_50_80_MeleeBumper"	"Stoßstangen"
"PARTTYPE_50_82_MeleePassive"	"Passive Nahkampfwaffen"
"PARTTYPE_60_generic_armor"	"Panzerplatten"
"PARTTYPE_70_unavailable"	"Unverfügbar"
"craft_info_1"	"Dein Fortschritt bei den Engineers ist ja richtig beängstigend! Kann es sein, dass du in der alten Welt Politiker warst? Heutzutage ist alles umgekehrt: Wer damals nichts hatte, der hat heute alles, ha-ha! Du bist nicht wirklich gesprächig, oder?"
"craft_info_2"	"Bei den Engineers geht es nicht nur um Missionen, Belohnungen und Smalltalk am Lagerfeuer. An unseren Werkbänken kannst du neue Bauteile aus Metallschrott bauen - falls du also mal ein Bauteil nicht im Gefecht findest, warum baust du es dir dann nicht einfach?"
"craft_rare_info_1"	"Die Ressourcen werden täglich knapper, also müssen wir regelmäßig in die gefährlicheren Regionen der Wastelands vorstoßen, die stärkere Gegner beheimaten. Du bist sicherlich schon Gegnern begegnet, die über seltene Waffen verfügen und weißt, wie gefährlich die sein können."
"craft_rare_info_2"	"Zum Glück kannst du jetzt auch Sachen herstellen, die härter reinhauen als unser gutes altes Maschinengewehr. Werkbänke gibt es allerdings nicht im Überfluss, daher musst du sie mieten, wenn du sie nutzen willst. Keine Sorge, du kannst konstruierte Bauteile auf dem Markt verkaufen und so schwarze Zahlen schreiben."
"daily_quest_info_1"	"Die Engineers sind gute Leute. Wir lassen unsereins nicht im Stich. Mach' deine Arbeit gut und du wirst ordentlich belohnt werden. Hast du bemerkt, dass wir einfache tägliche Aufgaben für unsere Freunde anbieten und Metallschrott mit denen teilen, die sie abschließen?"
"disassemble_info_1"	"Du schlägst dich gut, Wanderer! Du hast bereits einige Gefechte überlebt und dein Lager mit Bauteilen gefüllt. Zeit, etwas neues zu lernen. Einige Bauteile können in Metallschrott zerlegt werden. Cool, oder?"
"disassemble_info_2"	"Ist manchmal besser, als dein Lager mit nutzlosem Tand zu überfüllen. Wähle einfach ein Bauteil aus und zerlege es. Das ist jetzt vielleicht nicht der beste Zeitpunkt, dir davon zu erhählen, aber.. du kannst überschüssige Teile auch auf dem Schwarzmarkt verkaufen. Kaufen kannst du da auch."
"HINT_TEXT_BLUEPRINT_OPEN"	"Klicke auf 'Blaupausen'."
"HINT_TEXT_BLUEPRINT_SAVE"	"Hier kannst du Blaupausen speichern und laden. Klicke auf den freien Platz, um die Blaupause zu speichern."
"HINT_TEXT_BLUEPRINT_TO_FACTION_TAB"	"Der Reiter 'Fraktion' zeigt dir unterschiedliche Blaupausen an, die du für Fraktionsreputation erhältst"
"HINT_TEXT_BLUEPRINT_TO_USER_TAB"	"Öffne den Reiter 'Gespeichert'."
"HINT_TEXT_CAREDITOR_SAVE_BLUEPRINT"	"Eigene und Fraktions-Blaupausen können jederzeit von der Blaupausen-Liste geladen werden."
"HINT_TEXT_FACTION_ACCEPT_FACTION"	"Dieser Fraktion anschließen. Du kannst deine gewählte Fraktion jederzeit ändern."
"HINT_TEXT_FACTION_CHOOSE_FACTION"	"Wähle die Fraktion der du dich anschließen möchtest."
"HINT_TEXT_FACTION_TO_FACTION"	"Öffne den Reiter 'Fraktionen' und wähle eine Gruppierung aus, für die du arbeiten möchtest."
"HINT_TEXT_HUD_TUTORIAL_CAMERA_MOUSE_ROTATE"	"Nutze die Maus, um die Kamera zu steuern. Ziele auf die Markierung auf dem Bildschirm."
"HINT_TEXT_HUD_TUTORIAL_CAMERA_ROTATE"	"Mit dem rechten Stick änderst du die Kamera-Position. Ziele mit dem Fadenkreuz auf die Markierung."
"HINT_TEXT_HUD_TUTORIAL_CAMERA_ROTATE_PS4"	"Mit dem rechten Stick änderst du die Kamera-Position. Ziele mit dem Fadenkreuz auf die Markierung."
"HINT_TEXT_HUD_TUTORIAL_CAMERA_ROTATE_XBONE"	"Mit dem rechten Stick änderst du die Kamera-Position. Ziele mit dem Fadenkreuz auf die Markierung."
"HINT_TEXT_HUD_TUTORIAL_CAR_MOVE_BINDS"	"Drücke $forward$, um vorwärts zu fahren oder $backward$, um rückwärts zu fahren. Du lenkst mit $turnLeft$ und $turnRight$."
"HINT_TEXT_HUD_TUTORIAL_CAR_MOVE_R2"	"Drücke $key$, um loszufahren oder  $texture name Key_xinput_lt ignoreFontSize$, um zurückzusetzen. Mit dem linken Stick bestimmst du die Fahrtrichtung. Fahre durch die Markierungen."
"HINT_TEXT_HUD_TUTORIAL_CAR_MOVE_R2_PS4"	"Drücke $key$, um loszufahren oder  $texture name Key_psinput_l2 ignoreFontSize$, um zurückzusetzen. Mit dem linken Stick bestimmst du die Fahrtrichtung. Fahre durch die Markierungen.|"
"HINT_TEXT_HUD_TUTORIAL_CAR_MOVE_R2_XBONE"	"Drücke $key$, um loszufahren oder  $texture name Key_xinput_lt ignoreFontSize$, um zurückzusetzen. Mit dem linken Stick bestimmst du die Fahrtrichtung. Fahre durch die Markierungen.|"
"HINT_TEXT_HUD_TUTORIAL_CAR_MOVE_STICK"	"Drücke den linken Stick nach vorne, um loszufahren. Ändere die Fahrtrichtung, indem du den linken Stick bewegst. Fahre durch die Markierungen."
"HINT_TEXT_HUD_TUTORIAL_CAR_MOVE_STICK_PS4"	"Drücke den linken Stick nach vorne, um loszufahren. Fahre durch die Markierungen."
"HINT_TEXT_HUD_TUTORIAL_CAR_MOVE_STICK_XBONE"	"Drücke den linken Stick nach vorne, um loszufahren. Ändere die Fahrtrichtung, indem du den linken Stick bewegst. Fahre durch die Markierungen."
"HINT_TEXT_HUD_TUTORIAL_DESTROY_REMAINS"	"Deine Gegner stehen niemals still. Es ist daher überlebenswichtig, dass du lernst, wie man bewegliche Ziele trifft. Zerstöre die Gegner!"
"HINT_TEXT_HUD_TUTORIAL_RELATIVE_CAMERA_ROTATE"	"Mit dem rechten Stick änderst du die Kamera-Position. Ziele mit dem Fadenkreuz auf die Markierung."
"HINT_TEXT_HUD_TUTORIAL_RELATIVE_CAMERA_ROTATE_PS4"	"Mit dem rechten Stick änderst du die Kamera-Position. Ziele mit dem Fadenkreuz auf die Markierung."
"HINT_TEXT_HUD_TUTORIAL_RELATIVE_CAMERA_ROTATE_XBONE"	"Mit dem rechten Stick änderst du die Kamera-Position. Ziele mit dem Fadenkreuz auf die Markierung."
"HINT_TEXT_HUD_TUTORIAL_SHOOT_BIND"	"Ziele auf das gegnerische Fahrzeug. Drücke $primaryFire$, um deine Hauptbewaffnung abzufeuern. Zerstöre die Ziele."
"HINT_TEXT_HUD_TUTORIAL_SHOOT_L1"	"Du zielst mit Hilfe des rechten Sticks. Visiere dein Ziel an und drücke $key$. Zerstöre die Ziele."
"HINT_TEXT_HUD_TUTORIAL_SHOOT_L1_PS4"	"Du zielst mit Hilfe des rechten Sticks. Visiere dein Ziel an und drücke $key$. Zerstöre die Ziele."
"HINT_TEXT_HUD_TUTORIAL_SHOOT_L1_XBONE"	"Du zielst mit Hilfe des rechten Sticks. Visiere dein Ziel an und drücke $key$. Zerstöre die Ziele."
"HINT_TEXT_HUD_TUTORIAL_SHOOT_R2"	"Du zielst mit Hilfe des rechten Sticks. Visiere dein Ziel an und drücke $key$."
"HINT_TEXT_HUD_TUTORIAL_SHOOT_R2_PS4"	"Du zielst mit Hilfe des rechten Sticks. Visiere dein Ziel an und drücke $key$. Zerstöre die Ziele."
"HINT_TEXT_HUD_TUTORIAL_SHOOT_R2_XBONE"	"Du zielst mit Hilfe des rechten Sticks. Visiere dein Ziel an und drücke $key$. Zerstöre die Ziele."
"HINT_TEXT_MARKET_INFO"	"Hier kannst du Gegenstände an andere Überlebende verkaufen oder mit Coins erwerben."
"HINT_TEXT_OPEN_FACTION_PROGRESS"	"Drücke 'Ausrüstung (ALLE)', um die möglichen Belohnungen anzuzeigen."
"HINT_TEXT_OPEN_FACTION_PROGRESS_PS4"	"Drücke 'Ausrüstung (ALLE)', um die möglichen Belohnungen anzuzeigen."
"HINT_TEXT_PVE_MISSION_SELECT"	"Schließe dich einem Gefecht an!"
"HINT_TEXT_PVE_TO_BATTLE"	"Schließe dich einem Raid an, um Kupfer zu erhalten."
"HINT_TEXT_PVE_TO_PVE_TAB"	"Wechsle zum Reiter 'Raid' und schaue dir die Missionsübersicht an."
"HINT_TEXT_SEASON_QUEST_ACCEPT"	"Schließe Saison-Missionen ab."
"HINT_TEXT_SEASON_QUEST_CHOOSE"	"Wähle den Schwierigkeitsgrad. Die Missionsreihe kann jederzeit gewechselt werden."
"HINT_TEXT_SEASON_QUEST_OPEN"	"Schließe Saison-Missionen ab und erhalte Belohnungen."
"HINT_TEXT_TUTORIAL_BACK_TO_HANGAR"	"Drücke $key$, um zur Garage zurückzukehren und das Tutorial abzuschließen"
"HINT_TEXT_TUTORIAL_CONTROL_MISSION_SELECT"	"Je höher deine Reputation steigt, desto mehr Missionen hast du zur Auswahl. Jetzt heißt es aber erst, das Training abzuschließen!"
"HINT_TEXT_TUTORIAL_CRAFT_DETAIL"	"Bauteile kosten Ressourcen -  und deine reichen noch für ein Maschinengewehr. Mit «Konstruieren» beginnst du mit der Herstellung."
"HINT_TEXT_TUTORIAL_FACTION"	"Hier kannst du die Reputationsbelohnungen einsehen: Fraktions-Bauteile und Blaupausen."
"HINT_TEXT_TUTORIAL_GRAB_DETAIL"	"Konstruktion kostet Zeit. Sobald der Auftrag abgeschlossen wurde, nimm das Bauteil mit in dein Lager."
"HINT_TEXT_TUTORIAL_MISSION_SELECT"	"Mit steigender Reputation kannst du aus unterschiedlichen Missionen wählen.Drücke «Gefecht» um anzufangen."
"HINT_TEXT_TUTORIAL_OPEN_FACTION_CRAFT"	"Fraktionen ermöglichen dir die Herstellung neuer Bauteile. Drücke «Konstruktion»."
"HINT_TEXT_TUTORIAL_OPEN_INVENTORY"	"Drücke $key$, um dein Lager und alle verfügbaren Bauteile anzuzeigen."
"HINT_TEXT_TUTORIAL_OPEN_INVENTORY_MACHINEGUN"	"Montiere jetzt ein drittes Maschinengewehr auf dein Fahrzeug. Drücke $key$, um das Lager zu öffnen."
"HINT_TEXT_TUTORIAL_PICK_PART"	"Wähle ein Bauteil mit $key$ aus."
"HINT_TEXT_TUTORIAL_PROLONGE_CRAFTSMAN"	"Du musst eine Werkbank mieten, um Bauteile herstellen zu können."
"HINT_TEXT_TUTORIAL_REMOVE_PART"	"Nutze $key$, um ein Bauteil ins Lager zu verschieben"
"HINT_TEXT_TUTORIAL_TO_BATTLE"	"Drücke «Gefecht» um einen Kampf zu beginnen. Erhöhe deine Reputation und erhalte Belohnungen!"
"HINT_TEXT_TUTORIAL_TO_CAR_EDITOR"	"Drücke«Bauen», um den Baumodus zu betreten."
"HINT_TEXT_TUTORIAL_TO_CONTROL_BATTLE"	"Klicke auf 'Gefecht' um eine Trainings-Mission zu starten. In Missionen erhältst du Belohnungen und Reputation."
"HINT_TEXT_TUTORIAL_TO_HOME"	"Über 'Garage' gelangst du von einem beliebigen Standort zurück zu deiner Garage."
"HINT_TEXT_TUTORIAL_WAIT_TILL_START"	"Warte auf Gefechtsbeginn"
"HINT_TEXT_TUTORIAL_WELD_PART"	"Montiere das Bauteil mit $key$ an dein Fahrzeug."
"HINT_TITLE_BLUEPRINT_OPEN"	"Blaupausen"
"HINT_TITLE_BLUEPRINT_SAVE"	"Gespeicherte Blaupausen"
"HINT_TITLE_BLUEPRINT_TO_FACTION_TAB"	"Fraktionsblaupausen"
"HINT_TITLE_BLUEPRINT_TO_USER_TAB"	"Gespeicherte Blaupausen"
"HINT_TITLE_CAREDITOR_SAVE_BLUEPRINT"	"Lade Blaupausen"
"HINT_TITLE_FACTION_ACCEPT_FACTION"	"Anschließen"
"HINT_TITLE_FACTION_CHOOSE_FACTION"	"Auswählen"
"HINT_TITLE_FACTION_TO_FACTION"	"Fraktionen"
"HINT_TITLE_HUD_TUTORIAL_CAMERA_MOUSE_ROTATE"	"Kamera-Steuerung"
"HINT_TITLE_HUD_TUTORIAL_CAMERA_ROTATE"	"Kamera-Steuerung"
"HINT_TITLE_HUD_TUTORIAL_CAR_MOVE_BINDS"	"Fahrzeugsteuerung"
"HINT_TITLE_HUD_TUTORIAL_CAR_MOVE_R2"	"Fahrzeugbewegung"
"HINT_TITLE_HUD_TUTORIAL_CAR_MOVE_STICK"	"Fahrzeugbewegung"
"HINT_TITLE_HUD_TUTORIAL_DESTROY_REMAINS"	"Bauteile prioritisieren"
"HINT_TITLE_HUD_TUTORIAL_RELATIVE_CAMERA_ROTATE"	"Fahrzeugbewegung"
"HINT_TITLE_HUD_TUTORIAL_SHOOT_BIND"	"Schießen"
"HINT_TITLE_HUD_TUTORIAL_SHOOT_L1"	"Schießen"
"HINT_TITLE_HUD_TUTORIAL_SHOOT_R2"	"Schießen"
"HINT_TITLE_MARKET_INFO"	"Das hier ist der Markt."
"HINT_TITLE_OPEN_FACTION_PROGRESS"	"Reputationsgewinn"
"HINT_TITLE_PVE_MISSION_SELECT"	"Ins Gefecht"
"HINT_TITLE_PVE_TO_BATTLE"	"Kupfer in Raids"
"HINT_TITLE_PVE_TO_PVE_TAB"	"Eine Mission auswählen"
"HINT_TITLE_SEASON_QUEST_ACCEPT"	"Saison-Missionen"
"HINT_TITLE_SEASON_QUEST_CHOOSE"	"Schwierigkeitsgrad wählen"
"HINT_TITLE_SEASON_QUEST_OPEN"	"Saison-Missionen"
"HINT_TITLE_TUTORIAL_BACK_TO_HANGAR"	"Zurück zur Garage"
"HINT_TITLE_TUTORIAL_CONTROL_MISSION_SELECT"	"Missionsauswahl"
"HINT_TITLE_TUTORIAL_CRAFT_DETAIL"	"Konstruiere ein Bauteil"
"HINT_TITLE_TUTORIAL_FACTION"	"Öffne den Fraktions-Reiter"
"HINT_TITLE_TUTORIAL_GRAB_DETAIL"	"Nimm' den Auftrag an"
"HINT_TITLE_TUTORIAL_MISSION_SELECT"	"Mission auswählen"
"HINT_TITLE_TUTORIAL_OPEN_FACTION_CRAFT"	"Fraktions-Konstruktion"
"HINT_TITLE_TUTORIAL_OPEN_INVENTORY"	"Öffne das Lager"
"HINT_TITLE_TUTORIAL_OPEN_INVENTORY_MACHINEGUN"	"Installation von Ausrüstung"
"HINT_TITLE_TUTORIAL_PICK_PART"	"Wähle ein Bauteil aus"
"HINT_TITLE_TUTORIAL_PROLONGE_CRAFTSMAN"	"Werkbank mieten"
"HINT_TITLE_TUTORIAL_REMOVE_PART"	"Entferne ein Bauteil"
"HINT_TITLE_TUTORIAL_TO_BATTLE"	"Ins Gefecht ziehen"
"HINT_TITLE_TUTORIAL_TO_CAR_EDITOR"	"Verbessere dein Fahrzeug"
"HINT_TITLE_TUTORIAL_TO_CONTROL_BATTLE"	"Ins Gefecht ziehen"
"HINT_TITLE_TUTORIAL_TO_HOME"	"Zurück zur Garage"
"HINT_TITLE_TUTORIAL_WAIT_TILL_START"	"Mach' dich bereit"
"HINT_TITLE_TUTORIAL_WELD_PART"	"Ein Bauteil montieren"
"level_up_11_Gun_BigCannon_Free_rare"	"Wir haben bei einem Überfall auf ein kleines Waffenlager der Raider einige beschädigte Waffen gefunden. Nimm sie, bevor ich es mir anders überlege."
"level_up_1_info_1"	"Willkommen bei den Engineers! Jetzt bist du einer von uns und musst nicht länger alleine durch die Ödlande ziehen. Kämpfe an unserer Seite und verdiene dir Reputation im Gefecht. Je mehr wir dich respektieren, desto größer werden die Belohnungen, die wir dir bieten."
