"2STEP_AUTHORIZATION_ENABLED"	"귀하의 계정을 보호하고 있습니다."
"MobKills_Desc"	"레이드에서 {$required_value$;기;기}의 적 파괴"
"MobKills_German_Desc"	"레이드에서 {$required_value$;기;기}의 적 파괴"
"MobKills_German_Name"	"박멸자: 레이드"
"MobKills_Machinegun_Desc"	"레이드에서 기관총을 사용하여 {$required_value$;기;기}의 적 파괴"
"MobKills_Machinegun_German_Desc"	"레이드에서 기관총을 사용하여 {$required_value$;기;기}의 적 파괴"
"MobKills_Machinegun_German_Name"	"박멸자: 기관총"
"MobKills_Machinegun_Name"	"박멸자: 기관총"
"MobKills_Name"	"박멸자: 레이드"
"MobKills_Shotgun_Desc"	"레이드에서 산탄총을 사용하여 {$required_value$;기;기}의 적 파괴"
"MobKills_Shotgun_German_Desc"	"레이드에서 산탄총을 사용하여 {$required_value$;기;기}의 적 파괴"
"MobKills_Shotgun_German_Name"	"박멸자: 산탄총"
"MobKills_Shotgun_Name"	"박멸자: 산탄총"
"Mob_Boss_Easy"	"철의 독재자"
"Mob_Boss_Medium"	"강철 폭군"
"Mob_Destroyer_Easy"	"약탈자"
"Mob_Destroyer_Medium"	"메뚜기"
"Mob_Killer_Easy"	"침입자"
"Mob_Killer_Medium"	"왈패"
"MoneyPack_1000_Desc"	"코인이 1000개 든 묶음 상품입니다."
"MoneyPack_1000_Name"	"'코인 1000개' 묶음 상품"
"MoneyPack_100_Desc"	"코인이 100개 든 묶음 상품입니다."
"MoneyPack_100_Name"	"'코인 100개' 묶음 상품"
"MoneyPack_10_Desc"	"코인이 10개 든 묶음 상품입니다."
"MoneyPack_10_Name"	"'코인 10개' 묶음 상품"
"MoneyPack_1300_Desc"	"코인이 1300개 든 묶음 상품입니다."
"MoneyPack_1300_Name"	"'코인 1300개' 묶음 상품"
"MoneyPack_1500_Desc"	"코인이 1500개 든 묶음 상품입니다."
"MoneyPack_1500_Name"	"'코인 1500개' 묶음 상품"
"MoneyPack_150_Desc"	"코인이 150개 든 묶음 상품입니다."
"MoneyPack_150_Name"	"'코인 150개' 묶음 상품"
"MoneyPack_1650_Desc"	"코인이 1650개 든 묶음 상품입니다."
"MoneyPack_1650_Name"	"'코인 1650개' 묶음 상품"
"MoneyPack_1_Desc"	"코인이 1개 든 묶음 상품입니다."
"MoneyPack_1_Name"	"'코인 1개' 묶음 상품"
"MoneyPack_2000_Desc"	"코인이 2000개 든 묶음 상품입니다."
"MoneyPack_2000_Name"	"'코인 2000개' 묶음 상품"
"MoneyPack_200_Desc"	"코인이 200개 든 묶음 상품입니다."
"MoneyPack_200_Name"	"'코인 200개' 묶음 상품"
"MoneyPack_20_Desc"	"코인이 20개 든 묶음 상품입니다."
"MoneyPack_20_Name"	"'코인 20개' 묶음 상품"
"MoneyPack_25_Desc"	"코인이 25개 든 묶음 상품입니다."
"MoneyPack_25_Name"	"'코인 25개' 묶음 상품"
"MoneyPack_2650_Desc"	"코인이 2650개 든 묶음 상품입니다."
"MoneyPack_2650_Name"	"'코인 2650개' 묶음 상품"
"MoneyPack_300_Desc"	"코인이 300개 든 묶음 상품입니다."
"MoneyPack_300_Name"	"'코인 300개' 묶음 상품"
"MoneyPack_3400_Desc"	"코인이 3400개 든 묶음 상품입니다."
"MoneyPack_3400_Name"	"'코인 3400개' 묶음 상품"
"MoneyPack_3500_Desc"	"코인이 3500개 든 묶음 상품입니다."
"MoneyPack_3500_Name"	"'코인 3500개' 묶음 상품"
"MoneyPack_350_Desc"	"코인이 350개 든 묶음 상품입니다."
"MoneyPack_350_Name"	"'코인 350개' 묶음 상품"
"MoneyPack_4200_Desc"	"코인이 4200개 든 묶음 상품입니다."
"MoneyPack_4200_Name"	"'코인 4200개' 묶음 상품"
"MoneyPack_4500_Desc"	"코인이 4500개 든 묶음 상품입니다."
"MoneyPack_4500_Name"	"'코인 4500개' 묶음 상품"
"MoneyPack_50_Desc"	"코인이 50개 든 묶음 상품입니다."
"MoneyPack_50_Name"	"'코인 50개' 묶음 상품"
"MoneyPack_55_Desc"	"코인이 55개 든 묶음 상품입니다."
"MoneyPack_55_Name"	"'코인 55개' 묶음 상품"
"MoneyPack_5_Desc"	"코인이 5개 든 묶음 상품입니다."
"MoneyPack_5_Name"	"'코인 5개' 묶음 상품"
"MoneyPack_60_Desc"	"코인이 60개 든 묶음 상품입니다."
"MoneyPack_60_Name"	"'코인 60개' 묶음 상품"
"MoneyPack_650_Desc"	"코인이 650개 든 묶음 상품입니다."
"MoneyPack_650_Name"	"'코인 650개' 묶음 상품"
"MoneyPack_65_Desc"	"코인이 65개 든 묶음 상품입니다."
"MoneyPack_65_Name"	"'코인 65개' 묶음 상품"
"MoneyPack_70_Desc"	"코인이 70개 든 묶음 상품입니다."
"MoneyPack_70_Name"	"'코인 70개' 묶음 상품"
"MoneyPack_7500_Desc"	"코인이 7500개 든 묶음 상품입니다."
"MoneyPack_7500_Name"	"'코인 7500개' 묶음 상품"
"MoneyPack_80_Desc"	"코인이 80개 든 묶음 상품입니다."
"MoneyPack_80_Name"	"'코인 80개' 묶음 상품"
"MoneyPack_875_Desc"	"코인이 875개 든 묶음 상품입니다."
"MoneyPack_875_Name"	"'코인 875개' 묶음 상품"
"MoneyPack_90_Desc"	"코인이 90개 든 묶음 상품입니다."
"MoneyPack_90_Name"	"'코인 90개' 묶음 상품"
"MONEY_TOOLTIP"	"돈"
"MSG_NO"	"아니오"
"MSG_OK"	"확인"
"MSG_YES"	"예"
"NewsFeed_default"	"Crossout에 오신 것을 환영합니다, $username$ 님!"
"NEWSFEED_DETAILS"	"세부 사항"
"NEWSFEED_NEW_BUNDLE"	"플레이어의 선택"
"NEWSFEED_TITLE"	"새 소식"
"NewsFeed_working"	"업데이트 중..."
"NewYearQuest_Desc"	"크리스마스 강탈에서 2번의 전투 승리"
"NewYearQuest_Name"	"크래커 찾기"
"new_faction_info_1"	"오랜만이군요, 방랑자여. 전 비밀 프로젝트를 만들고 있습니다. 기술자들이 늘 그렇게... 편한 일만 하지는 않았다는 걸 알고 계시겠지요. 우리도 한때는 두려움과 존경의 대상이었습니다. 언젠가 다시 우리의 때가 찾아올 겁니다! 자 이제 본격적으로 일 얘기를 해 봅시다."
"new_faction_info_2"	"이제 당신에 대한 신뢰가 쌓여 다른 파벌에 합류할 수 있습니다. 아무 조건도 필요 없습니다. 물론 계속 기술자 파벌의 일원으로는 남겠지만, 다른 파벌의 보너스도 받을 수 있습니다."
"new_faction_info_3"	"한 번 살펴보십시오. 잘못된 선택을 한다 해도 괜찮습니다. 언제든 바꿀 수 있어요. 너무 자주만 아니면 됩니다. 또한 얻은 부품은 모두 소유할 수 있습니다. 하지만 선택한 두 번째 파벌의 작업대만 사용할 수 있습니다."
"next"	"확인"
"No"	"아니오"
"nomads_Boss_easy_name"	"개척자"
"nomads_Boss_medium_name"	"은둔자"
"NOTIFICATIONS"	"이벤트 로그"
"NO_BIND"	"묶이지 않음"
"NO_ITEM_TITLE"	"보관소에 없음"
"NO_ITEM_TOOLTIP"	"빠진 아이템 추가"
"NUM_PEOPLE_IN_QUEUE"	"대기 중인 플레이어"
"OK"	"확인"
"Outlaw_Destroyer_Easy"	"천더기"
"Outlaw_Killer_Easy"	"살인자"
"OVERHEAT_TITLE"	"과열까지 남은 시간"
"PARTINFO_BLAST_DMG"	"폭발 피해"
"PARTINFO_BLAST_RES"	"폭발 피해에 저항"
"PARTINFO_BONUS"	"파라미터:"
"PARTINFO_COLLISION_DMG"	"접촉 피해"
"PARTINFO_COLLISION_RES"	"접촉 피해 저항"
"PARTINFO_DAMAGE"	"피해:"
"PARTINFO_DIRECT_DMG"	"탄환 피해"
"PARTINFO_DIRECT_RES"	"탄환 피해에 저항"
"PARTINFO_DMG_TRANSFER"	"피해 통과"
"PARTINFO_ENERGY_DMG"	"에너지 피해"
"PARTINFO_ENGINE_MAX_SPEED_MUL_TITLE"	"최고 속도"
"PARTINFO_ENGINE_MAX_SPEED_TITLE"	"최고 속도"
"PARTINFO_ENGINE_POWER_ADD_TITLE"	"동력"
"PARTINFO_ENGINE_POWER_MUL_TITLE"	"동력"
"PARTINFO_ENGINE_POWER_TITLE"	"동력"
"PARTINFO_EXP"	"보너스 평판"
"PARTINFO_EXP_TEAM"	"팀 평판"
"PARTINFO_FLAME_DMG"	"열 피해"
"PARTINFO_FLAME_RES"	"화염 피해 저항"
"PARTINFO_GEARLVL"	"%d $texture name icon_gearLevel$"
"PARTINFO_GEARLVL_TITLE"	"전체 부품"
"PARTINFO_HEALTH"	"%d $texture name icon_health$"
"PARTINFO_HEALTH_TITLE"	"내구성"
"PARTINFO_IN_BUNDLE"	"팩 아이템"
"PARTINFO_IN_USE"	"사용 중"
"PARTINFO_LVL_INFO"	"필요 레벨: $lvl$"
"PARTINFO_LVL_TITLE"	"동력 점수"
"PARTINFO_MASS"	"%d $texture name icon_mass$"
"PARTINFO_MASS_TITLE"	"무게"
"PARTINFO_NOT_TRADABLE_TITLE"	"거래 불가"
"PARTINFO_POWER"	"에너지 고갈: %d $texture name icon_power$"
"PARTINFO_POWER_TITLE"	"에너지 고갈"
"PARTINFO_PRICEBUY_SIZE_10_TITLE"	"x10 묶음 상품 다음으로 구입:"
"PARTINFO_PRICEBUY_TITLE"	"다음으로 구입:"
"PARTINFO_PRICESELL_SIZE_10_TITLE"	"x10 묶음 상품 다음으로 판매:"
"PARTINFO_PRICESELL_TITLE"	"다음으로 판매:"
"PARTINFO_RESIST"	"저항:"
"PARTINFO_SALVAGE_TITLE"	"회수"
"PARTINFO_SPEED_LIMIT"	"최고 속도"
"PARTINFO_TEMPORARY"	"파괴까지 $time$"
"PARTSERIES_ALL"	"모든 시리즈"
"PARTSERIES_incompete"	"미완료"
"PARTSERIES_NoSeries"	"기본 세트"
"PARTSERIES_starter"	"연습"
"PARTSFILTER_1_Cabin"	"프레임"
"PARTSFILTER_2_Weapons"	"무기"
"PARTSFILTER_3_Hardware"	"하드웨어"
"PARTSFILTER_4_Movement"	"이동"
"PARTSFILTER_5_Structure"	"내구도"
"PARTSFILTER_6_Decor"	"장식"
"PARTSFILTER_7_Dye"	"개인화 키트"
"PARTSFILTER_All"	"모두"
"PARTSFILTER_Other"	"기타"
"PARTSFILTER_Resource"	"자원"
"PARTSGRADE_ALL"	"모든 등급"
"PARTSGRADE_MAX_GRADE"	"최고 등급"
"PARTSGRADE_NO_GRADE"	"등급 없음"
"PARTSGRADE_UPGRADEABLE"	"업그레이드 가능"
"PARTSRARITY_0"	"@ffa0a0a0기지"
"PARTSRARITY_1"	"@ffffffff일반"
"PARTSRARITY_2"	"@ff4040ff희귀"
"PARTSRARITY_3"	"@ffff00ff에픽"
"PARTSRARITY_4"	"@ffffd700전설"
"PARTSRARITY_ALL"	"모든 희귀도"
"PARTS_BUY_TITLE"	"구입"
"PARTS_CABIN_LOCKED"	"잠김"
"PARTS_CABIN_USED"	"사용 완료"
"PARTS_CATEGORY"	"카테고리"
"PARTS_DESTROY_ALL_TITLE"	"모두 제거"
"PARTS_DESTROY_TITLE"	"삭제"
"PARTS_DESTROY_WARNING"	"정말 @ffff0000$count$$restore$개의 '@ffff0000$name$$restore$' 부품을 제거하시겠습니까?"
"PARTS_ERR_CREATE_CABIN"	"차량에는 하나의 캐빈만 허용됩니다.|기존 캐빈을 제거하고 새로운 캐빈을 설치하십시오."
"PARTS_FUSE_COLLECTABLE_TITLE"	"융합"
"PARTS_FUSE_DYE_TITLE"	"혼합"
"PARTS_FUSE_ITEM"	"융합하기"
"PARTS_FUSE_ITEM_TITLE"	"업그레이드"
"PARTS_INC_BLUEPRINT_TITLE"	"설계도 슬롯 추가"
"PARTS_INC_INVENTORY_TITLE"	"보관소 확장"
"PARTS_INSTANT_BUY_TITLE"	"구입"
"PARTS_INSTANT_SELL_TITLE"	"판매"
"PARTS_OPEN_CHEST_TITLE"	"열기"
"PARTS_PART_CARD_TITLE"	"파라미터"
"PARTS_PART_CARD_TRADE_TITLE"	"거래"
"PARTS_RARITY"	"희귀도"
"PARTS_REPAIR_ALL_TITLE"	"모두 수리"
"PARTS_REPAIR_FOR_SPAIRS_WARNING"	"$cost$의 비용으로 $name$을(를) 수리하시겠습니까?"
"PARTS_RESET_FILTER"	"초기화"
"PARTS_RES_CARD_TITLE"	"거래"
"PARTS_SALVAGE_ALL_TITLE"	"모두 회수"
"PARTS_SALVAGE_TITLE"	"회수"
"PARTS_SALVAGE_TOOLTIP"	"부품을 회수하여 고물을 얻으려면 RMB"
"PARTS_SALVAGE_WARNING"	"정말 @ffff0000$count$$restore$개의 '@ffff0000$name$$restore$'을(를) 회수하시겠습니까?||받을 것:"
"PARTS_SALVAGE_WITHSKIN_WARNING"	"정말 @ffff0000$count$$restore$개의 '@ffff0000$name$$restore$'을(를) 회수하시겠습니까? 적용된 CK는 사라집니다!||받을 것:"
"PARTS_SEARCH"	"검색"
"PARTS_SELL_ALL_TITLE"	"전체 묶음 판매"
"PARTS_SELL_TITLE"	"판매"
"PARTS_SKIN_REMOVE_TITLE"	"CK 제거"
"PARTS_SKIN_USE"	"CK 적용"
"PARTS_SORT"	"정렬"
"PARTS_SORT_GEAR_LEVEL"	"전체 부품별"
"PARTS_SORT_HEALTH"	"내구성별"
"PARTS_SORT_MASS"	"무게별"
"PARTS_SORT_NAME"	"이름별"
"PARTS_SORT_NONE"	"정렬 없음"
"PARTS_SORT_POWER"	"에너지별"
"PARTS_SORT_TIME"	"신규 우선"
"PARTS_SORT_TYPE"	"유형별"
"PARTS_SORT_UR"	"동력 점수별"
"PARTS_THROW_OUT_WARNING"	"정말 @ffff0000$count$$restore$@ffffffff개의 '@ffff0000$name$$restore$@ffffffff' 부품을 버리시겠습니까?"
"PARTS_TIP_DEFAULT"	"제작 모드에서 사용할 부품을 선택하십시오."
"PARTS_TIP_NOCABIN"	"제작 모드에서 사용할 부품을 선택하십시오. 캐빈 장착하는 걸 잊지 마십시오. 캐빈이 없으면 차량이 움직이지 않습니다."
"PARTS_TIP_NOCHASSIS"	"차대로부터 차량 제작을 시작합니다."
"PARTS_TIP_UPGRADE"	"업그레이드할 부품을 선택하십시오."
"PARTS_TITLE"	"부품"
"PARTS_UPGRADE_DESC_TITLE"	"다음 업그레이드:"
"PARTS_UPGRADE_TITLE"	"업그레이드"
"PARTS_USE_GASOLINE"	"탱크에 붓기"
"PARTS_USE_TITLE"	"사용"
"PARTTYPE_30_35_PassiveModule_DeployAmmo"	"초소형 공장"
"PARTTYPE_30_37_PassiveModule_CoolDowner"	"재충전 부스터"
"PARTTYPE_35_11_ActiveModule_Shield"	"보호막"
"PARTTYPE_50_50_scientists"	"화성 로버 부품"
"PARTTYPE_80_Chest"	"상자"
"PARTTYPE_structure_firestarters"	"핫 로드 부품"
"PARTTYPE_structure_frenzied_buggy"	"버기 부품"
"PARTTYPE_structure_frenzied_grid"	"프레임 부품"
"PARTTYPE_structure_mechanics_van"	"밴 부품"
"PARTTYPE_structure_melee_bumper"	"범퍼"
"PARTTYPE_structure_melee_passive"	"수동 근접 무기"
"PARTTYPE_structure_scavengers_truck"	"컨테이너 고물"
"PARTTYPE_structure_scientists"	"화성 로버 부품"
"PARTTYPE_structure_vagabonds_avia"	"비행기 부품"
"PARTTYPE_structure_vagabonds_hotrod"	"핫 로드 부품"
"PARTTYPE_weapon_melee_active"	"근접 무기"
"PARTTYPE_weapon_melee_explosive"	"폭탄"
"PARTY_ACCEPT_INVITE"	"초대 수락"
"PARTY_INVITED"	"초대됨"
"PARTY_INVITE_MSG"	"플레이어가 당신을 그룹에 초대했습니다."
"PARTY_MEMBER_MENU_CAPTION"	"그룹 구성원"
"PARTY_MISSION_TITLE"	"임무: $mission$"
"PARTY_READY_CANCEL"	"준비되지 않음"
"PARTY_READY_CONFIRM"	"준비 완료"
"PARTY_REJECT_INVITE"	"초대 거절"
"PARTY_TITLE"	"그룹"
"PART_IN_USE"	"사용 중"
"PART_ITEM_CHEST_OPEN_REQUEST"	"정말 이 상자를 여시겠습니까?"
"PART_ITEM_GEAR_LEVEL"	"전체 부품"
"PART_ITEM_HEALTH"	"내구성"
"PART_ITEM_MASS"	"무게"
"PART_ITEM_POWER"	"동력"
"PART_ITEM_PRICE_BUY"	"구입"
"PART_ITEM_PRICE_SELL"	"판매"
"PART_ITEM_TO_MARKET"	"열린 시장"
"PART_ITEM_UR"	"동력 점수"
"PART_NEW"	"신규!"
"PASSWORD"	"암호"
"PERCENT_UNIT"	"%"
"Period_DAYS_1"	"1일"
"Period_DAYS_3"	"3일"
"Period_Desc"	"지속 시간"
"Period_HOURS_1"	"1시간"
"Period_MONTHS_1"	"1개월"
"Period_WEEKS_1"	"1주"
"Period_WEEKS_2"	"2주"
"Period_YEARS_10"	"10년"
"Perk_BoundStartItem_Desc"	"이 아이템은 시장에서 거래할 수 없습니다."
"PickupBase_desc"	"캐빈과 바퀴 외에는 없습니다."
"PickupBase_name"	"차대 회수"
"PLAYER_RENAME_MSG"	"이름을 입력하십시오(최대 64자):"
"PLAYER_RENAME_TITLE"	"                                                                                                                            "
"PMMA_KICK"	"그룹에서 제외"
"PMMA_LEAVE"	"그룹 떠나기"
"PMMA_MAKE_LEADER"	"리더로 승진"
"POWER_TITLE"	"에너지"
"POWER_TOOLTIP"	"에너지에 따라 설치할 수 있는 무기와 모듈 개수가 제한됩니다.|캐빈을 변경하거나 발전기를 설치하여 추가 에너지를 확보하십시오."
"POWER_UNIT"	"점"
"Premium_Quest_Text"	"코인 40개를 보상으로 받을 수 있는 독특한 일일 챌린지입니다."
"ProfileProgressWnd_count"	"@ffa0a0a0수집|@ffffffff$val$/$max$"
"ProfileProgressWnd_total"	"받은 아이템:"
"PROFILE_STATS_MEDALS"	"메달"
"PROFILE_STATS_UR"	"동력 점수"
"Psicho_Boss_Normal"	"강경파"
"Psicho_Destroyer_Normal"	"분쇄기"
"Psicho_Killer_Normal"	"스크리머"
"psn_bundle_for_150_gold"	"코인 150개"
"psn_bundle_for_1650_gold"	"코인 1650개"
"psn_bundle_for_3500_gold"	"코인 3500개"
"psn_bundle_for_350_gold"	"코인 350개"
"psn_bundle_for_50_gold"	"코인 50개"
"psn_bundle_for_7500_gold"	"코인 7500개"
"psn_bundle_for_875_gold"	"코인 875개"
"PSN_Exclusive_pack_Desc"	"- 특수 장갑 차량 '프라울'|- 무기: 20mm 'AC43 레이피어' 자동포|- 고유 캐빈 '핫 로드'|- 고유 캐릭터 초상화 '사냥꾼'|- 페인트 깡통: '좋은 경찰', '나쁜 경찰'|- 인게임 코인 1250개"
"PSN_Exclusive_pack_Name"	"'황무지의 법률' 팩"
"PSN_Exclusive_pack_womoney_Desc"	"- 특수 장갑 차량 '프라울'|- 무기: 20mm 'AC43 레이피어' 자동포|- 고유 캐빈 '핫 로드'|- 고유 캐릭터 초상화 '사냥꾼'|- 페인트 깡통: '좋은 경찰', '나쁜 경찰'"
"PSN_Exclusive_pack_womoney_Name"	"'황무지의 법률' 팩"
"PSN_Exclusive_Vehicle_Desc"	"사냥꾼의 충직한 경찰차입니다. 그 핸들을 손에 쥐고 앉으면, 그는 물불을 가리지 않습니다."
"PSN_Exclusive_Vehicle_Name"	"프라울 차량"
"PSN_Humble_Bundle_e3_2017_Desc"	"- 특수 강화 장갑 차량 '폭력배 픽업';|- 고유 캐빈 '폭력배';|- LM-54 코드 기관총 3문;|- 페인트 깡통 '패턴: 소나무';|- 사용 가능한 최대 부품 갯수 35개로 증가;"
"PSN_Humble_Bundle_e3_2017_Name"	"험블 번들 E3 2017"
"PSN_INVITE_DESC"	"친구들이 전투에 참여할 수 있게 도와 주세요."
"PSN_INVITE_NAME"	"그룹 초대"
"PSN_INVITE_TEXT"	"Crossout 전투에 참여하세요!"
"PSN_Plus_pack_Desc"	"- 특수 강화 장갑 차량 '스내피';|- 장갑 차량 무기 — LM-54 코드 기관총 2문;|- 고유 캐빈 '먼지떨이';|- 사용 가능한 최대 부품 갯수 35개로 증가."
"PSN_Plus_pack_Name"	"Crossout — 무료 스타터 팩 포함"
"PSN_Plus_Vehicle_Desc"	"뜨거운 전투의 현장으로 빠르게 돌진했다가, 그만큼 빠르게 퇴각할 수 있는 가볍고 민첩한 차량입니다. 하지만 내구성은 많이 아쉽습니다."
"PSN_Plus_Vehicle_Name"	"스내피"
"psycho_Boss_easy"	"비터"
"psycho_Boss_easy_name"	"허수아비"
"psycho_Boss_hard"	"재앙"
"psycho_Boss_hard_name"	"대혼란"
"psycho_Boss_medium"	"감시관"
"psycho_Boss_medium_name"	"스케치"
"psycho_GunneryKiller_hard"	"붐붐"
"psycho_GunneryKiller_medium"	"붐붐"
"psycho_MeatKiller_easy"	"차저"
"psycho_MeatKiller_hard"	"차저"
"psycho_MeatKiller_medium"	"차저"
"psycho_MeleeKiller_easy"	"황새치"
"psycho_MeleeKiller_hard"	"황새치"
"psycho_MeleeKiller_medium"	"황새치"
"psycho_OfficerKiller_hard"	"트램퍼"
"psycho_OfficerKiller_medium"	"트램퍼"
"PunishReason_CaptchaFailed"	"그림의 문구를 입력하는 데 실패했습니다."
"PunishReason_ChatAbuse"	"대화 중 욕설 또는 스팸 메시지"
"PunishReason_Cheating"	"미승인 소프트웨어 사용"
"PunishReason_GameMechanicsAbuse"	"귀하의 계정은 이용 약관과 게임 규칙 제7항, \"용납될 수 없거나 비신사적인 행위\"를 여러 차례 위반하여 차단되었습니다. 다음 링크에서 게임 규칙을 확인하고 이의를 제기할 수 있습니다: $url href=\"https://forum.crossout.net/index.php?/topic/254998-rules-of-behavior-on-the-game-servers/\" text=\"forum.crossout.net\"$"
"PunishReason_General"	"귀하의 계정은 이용 약관과 사용자 계약을 여러 차례 위반하여 차단되었습니다. $url href=\"https://crossout.net/en/support/eula#/\" text=\"EULA\"$|$url href=\"https://crossout.net/en/support/termsofuse#/\" text=\"Terms of use\"$"
"PunishReason_Not_setted"	"선택되지 않음"
"PunishReason_Refund"	"환불"
"PunishReason_Slacking"	"귀하의 계정은 이용 약관과 게임 규칙 제7항, \"전투 중 자리 비움 또는 봇 사용\"을 여러 차례 위반하여 차단되었습니다. 다음 링크에서 게임 규칙을 확인하고 이의를 제기할 수 있습니다: $url href=\"https://forum.crossout.net/index.php?/topic/254998-rules-of-behavior-on-the-game-servers/\" text=\"forum.crossout.net\"$"
"Pve_Giantsiege"	"강철 요람"
"pve_info_message"	"생존자 여러분 주목하십시오! 구리는 장갑 차량 부품 생산에 꼭 필요한 아주 중요한 물품입니다. 구리는 '레이드'에 참여하여 얻을 수 있습니다."
"QuestCompletedWnd_quest"	"임무 완료!"
"QUESTLOG_TIMER"	"다음 도전까지 남은 시간: %02d:%02d:%02d"
"QUESTS_WND_COMPLETE"	"완료"
"QUESTS_WND_GOTO_BTN"	"보기"
"QUESTS_WND_HEADER_DAILY"	"일일 임무"
"QUESTS_WND_HEADER_TUTORIAL"	"첫 단계"
"QUESTS_WND_QUESTS_TITLE"	"임무"
"QUESTS_WND_REWARD_TITLE"	"보상"
"QUESTS_WND_WEEKLY_DESC"	"일일 챌린지를 완료하면 값진 자원을 받을 수 있습니다.|또한 주간 챌린지에서는 특별한 보상을 받을 수 있습니다. '기술자들 배지'는 아이비 XO의 작업장에서 자원 팩과 다른 특이한 물품으로 교환할 수 있습니다."
"QUESTWND_DAILY_REQ_LVL_DESC"	"기술자들 파벌과의 평판 레벨 $lvl$ 달성하여 챌린지 잠금 해제"
"QUESTWND_HEADER_DAILY"	"일일 임무"
"QUESTWND_HEADER_SEASON"	"시즌 임무"
"QUESTWND_HEADER_SPECIAL"	"특별 챌린지"
"QUESTWND_HEADER_TIME"	"시간 제한 챌린지"
"QUESTWND_NO_DAILY_DESC"	"내일이 되면 새로운 챌린지가 제시됩니다."
"QUESTWND_NO_DAILY_TITLE"	"사용할 수 있는 챌린지 없음"
"Quest_23feb_15_desc"	"정면 대결 난투 중 {$required_value$;번;번}의 전투 승리"
"Quest_23feb_1_name"	"불과 검으로"
"Quest_23feb_3_name"	"불과 검으로"
"Quest_23feb_5_desc"	"'정면 대결' 난투 중 {$required_value$;번;번}의 전투 승리"
"Quest_23feb_5_name"	"불과 검으로"
"Quest_8march_desc"	"임무 또는 레이드에서 {$required_value$번;번}의 전투 승리"
"Quest_April1st_20_name"	"특이성"
"Quest_CapturePoint_Desc"	"임무에서 적 기지를 점령하십시오."
"Quest_CapturePoint_Name"	"점령"
"Quest_Crossout_Football_2018_5_desc"	"'강철 챔피언십' 난투에서 전투 {$required_value$;회;회} 승리"
"Quest_DamageBlast_Desc"	"임무에서 폭발로 $required_value$의 피해 주기"
"Quest_DamageBlast_Name"	"폭격기"
"Quest_DamageMelee_Desc"	"임무에서 충돌로 $required_value$의 피해 주기"
"Quest_DamageMelee_Name"	"저거넛"
"Quest_DamageRange_Desc"	"임무에서 탄환으로 $required_value$의 피해 주기"
"Quest_DamageRange_Name"	"명사수"
"Quest_Damage_Desc"	"임무에서 아무 방법으로나 $required_value$의 피해 주기"
"Quest_Damage_Name"	"기어 연삭기"
"Quest_DeReleaseEvent1_Desc"	"10번의 전투에 참여"
"Quest_DeReleaseEvent1_Name"	"성전 I"
"Quest_DeReleaseEvent2_Desc"	"10번의 전투에서 승리"
"Quest_DeReleaseEvent2_Name"	"성전 II"
"Quest_KillBlast_Desc"	"임무에서 폭발로 {$required_value$;기;기}의 적 처치 또는 처치 도움"
