"2STEP_AUTHORIZATION_ENABLED"	"あなたのアカウントは保護されています。"
"MissionWnd_event_reward"	"バトルに勝つと、このリソースを受け取れる。"
"MissionWnd_event_reward_ChinaMoney"	"ニュアン"
"MissionWnd_event_reward_GermanMoney"	"ターレル||イベント「ナイトライダー」開催中のみドロップします。コンテナ「スティールキャバルリー」の入手に必要なアイテムです。"
"MissionWnd_event_reward_HalloweenMoney"	"危険なお菓子||イベント「ウィッチハント」用の特別なリソースアイテムです。「恐怖の箱」と交換するために必要です。"
"MissionWnd_event_reward_NewYearMoney"	"クラッカー||ギフトコンテナを購入するために必要です"
"MissionWnd_event_reward_timer"	"ニュアン||バトルに勝つと、このリソースを受け取れる。"
"MissionWnd_group_FARMERS"	"ファーマー"
"MissionWnd_group_LADDER"	"ランクバトル"
"MissionWnd_group_LADDER_desc"	"プレイヤーが互いにスコアを競い合うランクバトル。現在のシーズン：第 $season$   "
"MissionWnd_group_LOST"	"損失"
"MissionWnd_group_OTHER_desc"	" "
"MissionWnd_group_PVE"	"レイド"
"MissionWnd_group_PVE_MISSIONS"	"レイドバトル"
"MissionWnd_group_RAIDERS"	"レイダー"
"MissionWnd_group_SPECIAL"	"ミッション"
"MissionWnd_Ladder_Param_Kills"	"倒した敵"
"MissionWnd_Ladder_Param_Matches"	"プレイゲーム数"
"MissionWnd_Ladder_Param_Wins"	"勝利数"
"MissionWnd_Ladder_Place"	"$place$ 位"
"MissionWnd_Ladder_Rating"	"評価"
"MissionWnd_Ladder_Season"	"$val$ シーズン"
"MissionWnd_Ladder_Season_TimeLeft"	"残り $time$"
"MissionWnd_LOOT"	"入手可能な戦利品："
"MissionWnd_loot_bonus_info"	"+$val$%"
"MissionWnd_loot_dily"	"この報酬は、24 時間ごとに獲得できます。"
"MissionWnd_loot_dily_done"	"この報酬は既に受け取りました。次の報酬は $time$ 後です。"
"MissionWnd_loot_limits_info"	"$val$ / $max_value$ 個を受け取りました。上限は $time$ 後にリセットされます"
"MissionWnd_loot_supply_info"	"勝利するたびに {$win_val$;枚のクーポン;枚のクーポン} を獲得します。既に $max_value$ 枚中、 $val$ 枚受け取っています。 $time$ 後にカウンターがリセットされます。"
"MissionWnd_MAKE_ACTIVE"	"アクティブにする"
"MissionWnd_mission_schedule"	"開放まで： $time$"
"MissionWnd_not_scheduled"	"このモードは別の時間に利用可能です"
"MissionWnd_require"	"必要条件： "
"MissionWnd_require_faction_level"	"ファクション「$faction$」の名声（$level$）"
"MissionWnd_require_label"	"必要条件："
"MissionWnd_REQUIRE_LEVEL"	"ユーザーレベル $level$"
"MissionWnd_require_many_factions_level_2"	"$faction_1$ / $faction_2$ の名声（$level$）。"
"MissionWnd_require_many_factions_level_3"	"$faction_1$ / $faction_2$ / $faction_3$ の名声（$level$）。"
"MissionWnd_require_many_factions_level_4"	"$faction_1$ / $faction_2$ / $faction_3$ / $faction_4$ の名声（$level$）。"
"MissionWnd_REQUIRE_MISSION"	"、完了済ミッション： "
"MissionWnd_REQUIRE_PERK"	" $perk$ を建造"
"MissionWnd_resource_count"	"$val$ 個"
"MissionWnd_resource_need_exp"	"バトルで名声を $val$ 獲得するたびに、このリソースを1受け取ります。"
"MissionWnd_resource_need_leviathan_killed"	"{$count$; 機のリヴァイアサン; 機のリヴァイアサン} を破壊すると、{$val$; のリソースユニット ; のリソースユニット} を受け取れる。"
"MissionWnd_restriction_any_faction_level"	"レベル $level$"
"MissionWnd_restriction_gamers"	"4 人"
"MissionWnd_restriction_gamers_tooltip"	"メンバーが 4 人必要です。足りない人数は、マッチメイキングで選ばれます。"
"MissionWnd_restriction_gold_tooltip"	"コイン"
"MissionWnd_restriction_levi_universal_rating_tooltip"	"最低でもパワースコア$rating$のリヴァイアサンが必要。"
"MissionWnd_restriction_stamina"	"$stamina$ $texture name gasoline$"
"MissionWnd_restriction_stamina_tooltip"	"このミッションを開始するには$stamina$の燃料が必要です。"
"MissionWnd_restriction_universal_rating"	"PS $rating$"
"MissionWnd_restriction_universal_rating_tooltip"	"PS $rating$ 以上の車両が必要です。"
"MissionWnd_reward_gold_tooltip"	"コイン"
"MissionWnd_reward_label"	"報酬："
"MissionWnd_stamina_cost"	"コスト $stamina$$texture name gasoline$"
"MissionWnd_time_in_queue"	"待機中： $time$"
"MissionWnd_TIP"	"ミッションを選択し、バトルの回収報酬を受け取る"
"MissionWnd_TITLE"	"ミッション"
"MissionWnd_ToLadderLeaderboard"	"リーダーボード"
"MissionWnd_weekly_loot_label"	"週間報酬："
"mission_9405_name_0"	"リヴァイアサン"
"Mission_BigCannon_EX_Desc"	"貴重なリソースを巡って、他の生存者たちと戦う。|||勝利者はリストにあるパーツの内どれか 1 つを入手できます。"
"Mission_BigCannon_EX_Name"	"キャノンをゲットせよ！"
"Mission_Blue_PVP_Desc"	"バトルに勝利すると、ランダムなコモンパーツまたはワイヤーボックスが手に入ります。パワースコア @ffffff003000@ffffffff の車両限定。"
"Mission_Blue_PVP_Name"	"ワイヤーをゲットせよ！"
"Mission_Booster_Desc"	"バトルに勝利すると、リストにあるパーツの内どれか1つを入手できます。|「燃料バレル」が車両に搭載されている場合、名声 @ffffffff につき、@ffffff00$exp_to_Gasoline$を入手できます。"
"Mission_Booster_Name"	"ブースターをゲットせよ！"
"Mission_Brawl_Flag_Desc"	"これはイベント専用の車両で8名の生存者で競うレースです。バルーンをつかみ、他の生存者にバルーンを奪わせないようにすることが目的です！もし敵がバルーンを所持している場合、敵の車両に衝突し、バルーンを奪い返しましょう。||100ポイントを獲得した最初の生存者が勝利となります。"
"Mission_Brawl_Flag_Name"	"ウィッチハント"
"Mission_Brawl_Newyear_Name"	"クリスマスハイスト"
"Mission_Brawl_Scorpion_Desc"	"一撃で敵を撃破できる特別バージョンのPA「スコーピオン」と|垂直スラスターを搭載した特殊車両8台で争うバトルモードです。||4分間でもっとも多く敵を撃破したプレイヤーが勝者となります。"
"Mission_Brawl_Scorpion_Name"	"ビッグ・ブラック・スコーピオン"
"Mission_Brawl_Tanks_9May_Name"	"フェイスオフ"
"Mission_Bumper1_Desc"	"貴重なリソースを巡って、他の生存者たちと戦う。|||勝利者はリストにあるパーツの内どれか 1 つを入手できます。"
"Mission_Bumper1_Name"	"バンパーをゲットせよ！"
"Mission_BumperSpikeMini_Desc"	"貴重なリソースを巡って、他の生存者たちと戦う。|||勝利者はリストにあるパーツの内どれか 1 つを入手できます。"
"Mission_BumperSpikeMini_Name"	"スパイクをゲットせよ！"
"Mission_Cabin_Desc"	"貴重なリソースを巡って、他の生存者たちと戦う。|||勝利者はリストにあるパーツの内どれか 1 つを入手できます。"
"Mission_Cabin_Name"	"キャビンをゲットせよ！"
"Mission_ClanWar_Desc"	"ウラン鉱石を巡る本格クラン戦争勃発。|最強のチームだけがリソースを手にすることができる。|クランメンバー4人でチームを編成して、敵チームを叩きのめそう！||*トーナメントでの順位に応じた報酬がクランに配布され、|バトルに10回以上参加したメンバーがそれを受け取る資格を得ます。"
"Mission_ClanWar_Name"	"クランバトル"
"Mission_CoopVsAi_Name"	"パトロール"
"Mission_Coop_Desc"	"プレイヤー対ボットのチーム戦です。|ミッション報酬は、コモンクラスのランダムパーツです。|名声 @ffffff00$exp_to_loot$@ffffffff ごとに、パーツを 1 個ゲットできます。"
"Mission_Coop_Name"	"人類 vs 人工知能"
"Mission_Deathmatch_Desc"	"最初に撃破数が10に達した生存者が勝者となる。|自爆して、効果範囲内の敵すべてに大ダメージを与える事も可能。"
"Mission_Deathmatch_Name"	"フリーフォーオール"
"Mission_DestructionDerby_Desc"	"ルール無用のバトルロイヤル！|戦場を覆う嵐が30秒後に吹き荒れます。|嵐に巻き込まれたプレイヤーは破壊されます。"
"Mission_DestructionDerby_Name"	"ストーム・ランページ"
"Mission_Domination_Name"	"ドミネーション"
"Mission_Engine_Desc"	"貴重なリソースを巡って、他の生存者たちと戦う。|||勝利者はリストにあるパーツの内どれか 1 つを入手できます。"
"Mission_Engine_Name"	"エンジンをゲットせよ！"
"Mission_Firestarters_Pvp_Name"	"ホットスポット"
"Mission_FreePlay_Pvp_Desc"	"このエリアは何度もファクションからファクションへと渡り、誰もこの地を占領しようとしなかった。ここには敵も味方もいない。皆が自由にやりたいことをできるのだ。生き残るために、タスクや時間に追われる必要はもうない。完全な自由だ！"
"Mission_FreePlay_Pvp_Name"	"フリーバトル"
"Mission_Gasoline_PVP_Desc"	"このミッションに勝利したプレイヤーは全員、燃料を獲得します。"
"Mission_Gasoline_PVP_Name"	"燃料をゲットせよ！"
"Mission_German_Pvp_Name"	"荒野の騎士"
"Mission_Ladder_desc"	"強力な車両を組み上げ、他のプレイヤーと戦って名声を獲得しよう。"
"Mission_Ladder_Name"	"ランクバトル"
"Mission_Lom_Desc"	"スクラップのみドロップ。|名声 @ffffff0050@ffffffff ごとに1スクラップ。"
"Mission_Lom_Name"	"スクラップのみ"
"mission_loot_drop_rate"	"ドロップ率 - %rate% 。"
"mission_loot_global"	"コモンクラスのランダムパーツ。"
"mission_loot_global_rare"	"ランダムなレアパーツ。"
"Mission_Machinegun_Desc"	"貴重なリソースを巡って、他の生存者たちと戦う。|||勝利者はリストにあるパーツの内どれか 1 つを入手できます。"
"Mission_Machinegun_Name"	"マシンガンをゲットせよ！"
"Mission_map_key_tip_hold"	"(Hold) 同じミッションに参加する"
"Mission_map_no_conditions"	"このモードにはマッチメイキングがないため、様々なレベルの対戦相手と戦うことになる。"
"Mission_map_pve_conditions"	"敵を撃破すると、レイドで補充できる弾薬をドロップすることがある。"
"Mission_map_pve_rotation"	"あと$time$でレイドが更新されます"
"Mission_map_time_to_schedule"	"そのモードまで$time$"
"Mission_map_time_to_schedule_end"	"モードへのアクセス遮断まであと$time$"
"Mission_ModuleRadio_Desc"	"貴重なリソースを巡って、他の生存者たちと戦う。|||勝利者はリストにあるパーツの内どれか 1 つを入手できます。"
"Mission_ModuleRadio_Name"	"無線機をゲットせよ！"
"Mission_ModuleTank_Desc"	"貴重なリソースを巡って、他の生存者たちと戦う。|||勝利者はリストにあるパーツの内どれか 1 つを入手できます。"
"Mission_ModuleTank_Name"	"燃料タンクをゲットせよ！"
"Mission_NewYear_Pvp_Name"	"新年フィーバー"
"Mission_Practice_Desc"	"注意！このミッションの報酬は @ffffff00練習用パーツ@ffffffff です。これは売却できません。"
"Mission_Practice_Name"	"練習ミッション"
"Mission_Purple_PVP_Desc"	"バトルに勝利すると、ランダムなコモンパーツまたは電子機器のボックスが手に入ります。"
"Mission_Purple_PVP_Name"	"電子機器をゲットせよ！"
"Mission_PVE_Defense_Leviathan_Desc"	"またレイダーが我々のポンプジャックを攻撃している！今度はバカでかいモンスターマシンを持ってやがった！||あれを破壊してくれぇ！"
"Mission_PVE_Defense_Leviathan_Name"	"インベージョン"
"Mission_PVE_Leviathan_Desc"	"またレイダーが我々のポンプジャックを攻撃している！|今度はバカでかいモンスターマシンを持ってきやがった！|あれを破壊してくれぇ！"
"Mission_PVE_Leviathan_Name"	"インベージョン"
"Mission_Race_Desc"	"8人の生存者がトリッキーなコーナーや障害物を備えたコースに挑む。|目標はただ一つ。すべてのチェックポイントをトップで走り抜けることだ。|レースの勝者はただ一人。搭載武器はすべて使用不可。"
"Mission_Race_Name"	"レース"
"Mission_RadarBig_Desc"	"レーダーやその他のパーツを手に入れるチャンス。"
"Mission_RadarSmall_Desc"	"貴重なリソースを巡って、他の生存者たちと戦う。|||勝利者はリストにあるパーツの内どれか 1 つを入手できます。"
"Mission_RadarSmall_Name"	"レーダーをゲットせよ！"
"Mission_Radiator_Desc"	"貴重なリソースを巡って、他の生存者たちと戦う。|||勝利者はリストにあるパーツの内どれか 1 つを入手できます。"
"Mission_Radiator_Name"	"ラジエーターをゲットせよ！"
"Mission_Random_Desc"	"このミッション完了の報酬は、コモンクラスのランダムパーツのみです。"
"Mission_Random_Name"	"ランダム"
"Mission_Scrap_Epic_Desc"	"バトルに勝利すると、電子機器のボックスが手に入ります。"
"Mission_Scrap_Epic_Name"	"電子機器をゲットせよ！"
"Mission_Scrap_PVP_Desc"	"バトルに勝利すると、ランダムなコモンパーツまたはスクラップのボックスが手に入ります。"
"Mission_Scrap_PVP_Name"	"スクラップをゲットせよ！"
"Mission_Scrap_Rare_Name"	"ワイヤーをゲットせよ！"
"Mission_Shotgun_Desc"	"貴重なリソースを巡って、他の生存者たちと戦う。|||勝利者はリストにあるパーツの内どれか 1 つを入手できます。"
"Mission_Shotgun_Name"	"ショットガンをゲットせよ！"
"Mission_tooltip_brawl_reward"	"戦闘の特別報酬"
"Mission_tooltip_demands"	"条件"
"Mission_tooltip_features"	"モードの特徴"
"Mission_tooltip_MBP_reward"	"結果"
"Mission_tooltip_params"	"ミッションのパラメーター"
"Mission_tooltip_reward"	"結果"
"Mission_Tournament_Desc"	"Gamescom トーナメント"
"Mission_Tournament_Name"	"Gamescom"
"Mission_Tutorial_Desc"	"練習で勝利すれば、ガレージと全ミッションにアクセスできます。"
"Mission_Tutorial_Name"	"練習"
"Mission_Weapon_Desc"	"戦利品の中に確実に武器が入っている。"
"Mission_Weapon_Name"	"ハードミッション"
"Mission_Wheels_Desc"	"貴重なリソースを巡って、他の生存者たちと戦う。|||勝利者はリストにあるパーツの内どれか 1 つを入手できます。"
"Mission_Wheels_Name"	"タイヤをゲットせよ！"
"TowerDefense_2Wave_psycho_text"	"もう誰にも私たちを止められないわ！全力を上げよ！"
"TowerDefense_scavengers_caption"	"暗黒"
"xmas_mini_Vehicle_bound_Name"	"モミの木をゲットせよ"
"xmas_mini_Vehicle_Name"	"モミの木をゲットせよ"
"Accept"	"承諾"
"eula1_text_1"	"ユーザーへの注意事項: 本書は契約となります。本エンドユーザーライセンス契約は、全部読むべき、法的拘束力のある契約です。本契約末で、お客様は、本契約を承諾し、続けてインストールを行うか、または本契約の承諾を望まないのでそれを拒否するかを聞かれます。後者の場合、お客様は、以下に定めるとおり、本件製品を利用、インストールまたは操作することはできません。本ソフトウェアをインストールすることにより、お客様は本契約のすべての条件を承諾することになります。本インストールプロセス（DVD-ROMもしくはウェブベースのダウンロードまたはその他の方法によります。）により、お客様は、最新版の本件ソフトウェアをインストールすることができます。"
"eula1_text_10"	"|3. 制限。||3.1. 譲渡禁止。いかなる場合においても、本製品、またはそのコピー全部、または一部を、Gaijinの事前承諾なしで、売却、賃借、貸付、貸与、許可、再実施、公開、表示、配布やその他の方法で、第三者に譲渡することはできません。ただし、管轄権の該当する法律に基づき、放棄不可能な権利が特別に付与されている場合、本契約の下、お客様は第三者、または第三者団体にその権利を譲渡することができます。また、a) 本契約、本製品、関連したすべての印刷物、及び、すべての複製品や以前のバージョンも含め、本製品に関連付いた、または事前にインストールされたすべてのソフトウェア、またはハードウェアを、第三者、または第三者団体に譲渡可能であり、b) クライアントデバイスに保存されたバックアップやコピーも含め、コピーを所持せず、c) 受領した団体においては、本契約の諸条件及び、お客様が合法的に購入した本製品の権利におけるその他の諸条件を受諾したものと規定します。上記に関わらず、本製品の専門知識、事前リリース、または、「再販禁止」となっている複製品を譲渡することはできません。いかなる場合においても、第三者が、アプリケーションの価格リスト、注文の購入、または製品のパッケージの製造における特別な使用を除き、タイムシェアリング、サービス期間、またはその他の和議を通して、本製品の使用、または機能から利益を受けることを許可することはできません。"
