"ADVENTURE_REWARD_BONUS"	"Plus"
"eula1_text_9"	"|2.3. Duree et resiliation. La duree de cet Accord (« Duree ») prendra effet au moment ou vous telechargerez ou installerez le Produit (selon la premiere eventualite) et se poursuivra a perpetuite ou selon la duree specifiee dans la presente Licence. Gaijin peut mettre un terme a cet Accord en vous offrant un Accord de remplacement pour le Produit concerne, ou tout remplacement ou version modifiee du Produit et a condition de continuer d'utiliser le Produit ou un tel remplacement, version modifiee ou amelioree ou Nouvelle version a votre acceptation d'un tel Accord de remplacement. Gaijin pourra resilier immediatement et de plein droit le present Accord, sans preavis, si vous ne respectez pas une des clauses ou conditions de cet Accord. Sans porter atteinte aux autres droits, quels qu'ils soient, cet Accord prendra immediatement fin si vous ne respectez pas les limitations ou autres conditions requises ci-incluses. A compter de la resiliation ou de l'expiration de cet Accord, vous vous engagez a arreter immediatement d'utiliser le Produit et d'en detruire tous les exemplaires/copies.||2.4. Aucun droit en cas de resiliation. A compter de la resiliation de cet Accord, vous n'aurez plus le droit d'utiliser le Produit a quelque fin que ce soit.||2.5. Conditions generales importantes. Vous reconnaissez specifiquement que chacune des conditions de cette Section 2 est importante et que tout manquement a se conformer a ces conditions constitue un motif suffisant pour que Gaijin resilie immediatement le present Accord et la Licence accordee en vertu de cet Accord. La presence de cette Section 2.7 ne sera pas pertinente pour determiner l'importance relative de toute autre disposition ou violation du present Accord par les parties du present reglement."
"eula1_text_PS4"	"http://gaijindistribution.com/fr/eula"
"eula1_text_XBONE"	"http://gaijindistribution.com/fr/eula"
"eula_concoles"	"Lisez et acceptez l'accord de licence de l'utilisateur final pour continuer.||gaijindistribution.com/fr/eula"
"I_agree"	"J'ACCEPTE "
"license_wnd_header"	"ACCORD DE LICENCE D'UTILISATEUR FINAL"
"license_wnd_header_privacy_policy"	"Politique de confidentialité"
"license_wnd_header_terms_of_use"	"Conditions d'utilisations"
"license_wnd_title"	" "
"Login_license"	"Licence "
"Login_privacy"	"Confidentialité"
"privacy_policy_text_10"	"|5.2.2. Les details concernant Yandex Metrics||Les jeux et les sites utilisent les analytiques internet Yandex Metrics qui sont fournies par Yandex Oy Limited situe a Moreenikatu 6, 04600 Mantsala, Finlande (ci-apres denomme « Yandex »). Yandex Metrics utilise des cookies, de petits fichiers textes qui sont places sans l'ordinateur de l'utilisateur pour analyser son activite. Les informations recueillies par des cookies ne revelent pas votre identite, mais elles peuvent contribuer a l'amelioration de la performance de nos jeux et sites. Les informations concernant votre utilisation des jeux et des sites qui sont collectees par des cookies par Yandex pour stockage sur le serveur Yandex dans l'UE et la Federation de Russie. Yandex traitera ces informations pour evaluer votre utilisation des jeux et des sites, rediger des rapports pour nous sur le fonctionnement de notre site et fournir d'autres services. Yandex traite ces informations comme indique dans les « conditions d'utilisation » du service Yandex Metrics. Vous pouvez arreter d'utiliser les cookies en reglant les parametres concernes dans votre navigateur. Vous pouvez aussi utiliser l'outil sur : $url href=\"https://yandex.com/support/metrika/general/opt-out.html\" text=\"yandex.com/support/metrika/general/opt-out\"$. Toutefois, cela peut perturber certaines fonctions du site. En utilisant nos jeux et sites, vous acceptez que Yandex traite vos donnees de la maniere susmentionnee et aux fins susmentionnees.||5.3. Partenaires publicitaires. Nous pouvons partager certaines donnees utilisateur impersonnelles qui sont necessaires pour transferer des publicites ou aux fins comptables concernant les services publicitaires rendus par nos partenaires publicitaires."
"privacy_policy_text_11"	"|5.4. Les partenaires de suivi. Nous autorisons nos partenaires a suivre le nombre d'impressions et d'installations, ainsi que d'autres indicateurs de l'efficacite de nos publicites et, a cet egard, ils disposent du droit de traiter certaines de vos donnees utilisateur. Par exemple, nous utilisons le service de suivi Facebook. Veuillez consulter leur politique de confidentialite : $url href=\"https://www.facebook.com/privacy/explanation\" text=\"www.facebook.com/privacy/explanation\"$.||5.5. Partenaires d'exploitation. Nous pouvons partager une partie ou l'ensemble de vos donnees utilisateur avec nos partenaires lorsque ces partenaires fournissent les services suivant : (a) l'hebergement ; (b) le soutien aux utilisateurs ; (c) les tests ; et (d) les etudes statistiques et commerciales ou les analyses de donnees.||5.6. Fournisseurs 2FA. Nous pouvons partager vos donnees (telles que votre numero de telephone portable) avec des partenaires qui fournissent des services « d'authentification a deux facteurs ».||5.7. Partenaires de paiement/licences. Lorsque vous effectuez un achat dans notre boutique en ligne officielle sur : $url href=\"https://store.gaijin.net\" text=\"store.gaijin.net\"$, nous partageons avec nos partenaires de paiement votre identifiant de joueur et le montant du paiement. Dans certains cas, nous partageons aussi votre adresse electronique, votre pseudo, votre adresse IP et la date de votre inscription au jeu avec nos titulaires de licence qui contribuent au fonctionnement du jeu et a la reception des paiements."
"privacy_policy_text_12"	"|5.8. Partenaires qui fournissent une protection contre les tricheurs et le jeu deloyal. Nous utilisons differents services pour proteger nos utilisateurs des tricheurs et du jeu deloyal, dont le service « EasyAntiCheat » (ci-apres denomme « Easy Anti-Cheat »), qui sont operes par un fournisseur tiers qui nous propose ses services. Easy Anti-Cheat et les autres services similaires disposent d'un logiciel client (ci-apres denomme le « client ») qui est integre dans les jeux (le cas echeant). Lorsque vous commencez une nouvelle session de jeu, le client charge automatiquement et installe la derniere version dans l'unite. Lorsque vous utilisez un jeu sur votre unite, Easy Anti-Cheat (ainsi que les autres services similaires) surveille l'unite, en analysant les donnees binaires du jeu et en scannant la memoire de l'unite afin de detecter et de prevenir la triche dans le jeu (ci-apres denomme la « protection du jeu »). A ces fins, Easy Anti-Cheat (ainsi que les services similaires) stocke des informations concernant les methodes de triche qui peuvent etre utilisees dans le jeu (ci-apres denomme les « donnees »). Les donnees contiennent vos donnees personnelles telles que decrites dans la declaration de confidentialite d'Easy Anti-Cheat. En installant, copiant ou utilisant le jeu, vous donnez votre consentement a Easy Anti-Cheat (ainsi qu'aux autres services similaires) de collecter, stocker, partager et publier les donnees dans le seul but de proteger le jeu. Vous reconnaissez et vous acceptez que les activites de traitement par Easy Anti-Cheat (ainsi que par les autres services similaires) comprennent la prise de decision automatique qui peut avec des consequences importantes pour vous puisque vous risquez de vous faire exclure du jeu si on decouvre que vous avez triche. Les donnees seront uniquement utilisees pour proteger le jeu, notamment pour identifier et interdire tous les comptes joueur utilises pour tricher dans les jeux informatiques, pour analyser le comportement des tricheurs et de leurs codes, et aussi pour partager les donnees concernant les tricheurs avec les membres d'Easy Anti-Cheat (ainsi que d'autres services similaires). Vous avez le droit d'utiliser le jeu uniquement dans le respect des conditions en vigueur et de la politique de confidentialite d'Easy Anti-Cheat : $url href=\"https://www.easyanticheat.net/privacy\" text=\"easyanticheat.net/privacy\"$."
"privacy_policy_text_13"	"|5.9. Titulaires, cessionnaires et acheteurs. Si nous decidons de ceder les droits exclusifs du jeu, de nommer un titulaire pour operer le jeu, vendre les actions de Gaijin Network Ltd a un acheteur ou accepter la fusion avec une autre entreprise, nous pouvons partager vos donnees utilisateur avec le titulaire ou l'acheteur ou une nouvelle entite juridique qui a ete formee par la fusion de Gaijin Network Ltd avec une autre entreprise, sans demander un consentement supplementaire.||5.10. Filiales. Etant une entreprise internationale qui fonctionne dans le monde entier, nous pouvons partager toutes ou une partie de vos donnees utilisateur avec nos filiales (c.-a-d. les entreprises qui nous controlent ou qui sont sous notre controle ou qui sont sous le meme controle que nous), et toutes les succursales. Nous prenons toutes les mesures raisonnables pour assurer la confidentialite de vos donnees utilisateur.||A l'avenir, nous pouvons conclure des contrats avec d'autres partenaires. Dans ce cas, nous ferons tous les efforts raisonnables pour mettre a jour notre liste de partenaires qui est incluse dans cette politique de confidentialite dans un delai convenable et au moins tous les semestres ou plus souvent si le changement est important et concerne nos pratiques de traitement des donnees.||Nous fonctionnons dans le monde entier et par consequent, nous pouvons transferer vos donnees utilisateur a nos partenaires dans differents pays, dont ceux situes en dehors de l'Union europeenne ou de l'Espace economique europeen. Nous garantissons dans chaque cas un niveau de protection adequat des donnees. Nous prenons toutes les mesures raisonnables pour assurer la confidentialite de vos donnees personnelles lorsqu'elles sont transferees vers des pays situes en dehors de l'Union europeenne ou de l'Espace economique europeen, notamment, mais sans s'y limiter, en concluant des conditions de protection des donnees qui ont ete adoptees par la Commission europeenne avec des tiers situes en dehors de l'Union europeenne ou de l'Espace economique europeen (dont nous vous fournirons une copie sur demande)."
"privacy_policy_text_14"	" ||6. VOS DROITS.||6.1. Le droit a l'acces||Vous avez le droit de demander a une frequence raisonnable toute information concernant vos donnees personnelles que nous avons stockees et de nous demander de fournir une copie de vos donnees personnelles que nous avons stockees ou de vous donner acces a ces donnees. Afin d'exercer ce droit, vous devez envoyer une demande via notre service d'assistance : $url href=\"https://support.gaijin.net\" text=\"support.gaijin.net\"$, et suivre les instructions fournies ou envoyer une telle demande directement par votre compte personnel (le cas echeant). Veuillez noter que dans certains cas, afin de respecter une demande, nous pouvons vous demander de nous fournir des informations complementaires lorsque necessaire pour vous identifier en tant qu'utilisateur. Nous nous engageons de respecter votre demande sans frais dans un delai d'un (1) mois apres reception, mais dans certains cas qui sont reglementes par la legislation, cette duree peut etre etendue de deux (2) mois supplementaires. Nous avons le droit de refuser de respecter votre demande ou d'exiger des frais raisonnables si votre demande est manifestement infondee ou excessive."
"privacy_policy_text_15"	"|6.2. Le droit de vous retirer des publicites et de la prospection directe personnalisees (basees sur vos centres d'interet)||6.2.1. Vous pouvez changer les parametres de votre navigateur a tout moment et refuser les cookies analytiques conformement a l'article 10.||6.2.2. Vous avez egalement le droit de personnaliser la collecte et le traitement de vos donnees personnalises par notre partenaire Analytics conformement a l'article 5.2.||6.2.3. Nous pouvons vous envoyer des offres ciblees basees sur l'analyse de vos donnees utilisateur (surtout des donnees concernant votre activite dans le jeu) conformement a certains algorithmes. Ces offres « in-game » n'ont pas d'effets significatifs sur vos droits ou interets. Elles sont concues pour vous apporter des offres opportunes et interessantes (a notre avis). Toutefois, si vous souhaitez refuser nos offres « in-game » ciblees, veuillez nous l'indiquer en contactant notre service d'assistance sur : $url href=\"https://support.gaijin.net\" text=\"support.gaijin.net\"$, ou dans les parametres de jeu (le cas echeant).||6.2.4. Nous avons le droit de vous envoyer des messages de prospection directe par courrier electronique, comme indique dans la sous-clause (2) de la clause 3. Vous pouvez vous desinscrire de tels envois en suivant les instructions fournies dans le message electronique que nous vous recevons. Veuillez noter que votre refus de recevoir des messages de prospection directe de notre part n'affecte en rien notre droit de vous envoyer des courriers electroniques qui sont specifies dans la sous-clause 1(h) de la clause 3."
"privacy_policy_text_16"	"|6.3. Le droit a la rectification||Vous avez le droit de rectifier les donnees personnelles inexactes. Vous pouvez changer certaines donnees vous concernant directement dans les parametres du jeu (par exemple, votre pseudo ou profil sur un reseau social qui est relie a votre profil de jeu). Si certaines de vos donnees personnelles sont inexactes, veuillez nous en informer en contactant notre service d'assistance a : $url href=\"https://support.gaijin.net\" text=\"support.gaijin.net\"$. Veuillez noter que dans certains cas, afin de pouvoir respecter une demande, nous pouvons vous demander de nous fournir des informations complementaires necessaires pour vous identifier en tant qu'un de nos utilisateurs. Nous nous engageons de respecter votre demande sans frais dans un delai d'un (1) mois apres reception, mais dans certains cas qui sont reglementes par la legislation, cette duree peut etre etendue de deux (2) mois supplementaires. Nous avons le droit de refuser de respecter votre demande ou d'exiger des frais raisonnables si votre demande est manifestement infondee ou excessive."
"privacy_policy_text_17"	"|6.4. Le droit a l'effacement||Vous avez le droit d'effacer vos donnees personnelles lorsque nous detenons de telles donnees en contactant notre service d'assistance sur : $url href=\"https://support.gaijin.net\" text=\"support.gaijin.net\"$, ou en envoyant votre demande par votre compte personnel (le cas echeant). Veuillez noter que dans certains cas, afin de pouvoir respecter une demande, nous pouvons vous demander de nous fournir des informations complementaires necessaires pour vous identifier en tant qu'un de nos utilisateurs. Nous nous engageons de respecter votre demande sans frais dans un delai d'un (1) mois apres reception, mais dans certains cas qui sont reglementes par la legislation, cette duree peut etre etendue de deux (2) mois supplementaires.||Veuillez noter que pour repondre a votre demande d'effacer vos donnees personnelles engendrera la surpression de votre compte joueur et/ou de tous vos resultats et toutes les progressions en cours liees a votre compte de jeu seront perdues a jamais ; veuillez en tenir compte lorsque vous decidez d'effacer vos donnees personnelles.||Veuillez noter que la desinstallation du jeu de votre ordinateur n'entraine pas automatiquement l'effacement de vos donnees personnelles de nos serveurs de jeu.||Nous avons le droit de retenir certaines de vos donnees utilisateur meme apres nous etre conformes a votre demande de suppression de telles donnees si (1) nous devons le faire afin de respecter la legislation en vigueur ; ou si (2) vos donnees utilisateur ont ete anonymisees et ne sont plus des donnees personnelles."
