"2STEP_AUTHORIZATION_ENABLED"	"บัญชีของคุณได้รับการรักษาความปลอดภัยแล้ว"
"MARKETPLACE_AMOUNT_ZERO"	"คุณไม่สามารถซื้อหรือขายไอเทมหากไม่ระบุจำนวน|กรอกจำนวนในช่องให้ถูกต้อง"
"MARKETPLACE_BUY"	"ซื้อ"
"MARKETPLACE_BUY_COUNT"	"จำนวน:"
"MARKETPLACE_CANCEL"	"ยกเลิก"
"MARKETPLACE_CAR_NOT_TRADABLE_ERROR"	"รถที่ใช้งานอยู่มีไอเทมที่ไม่สามารถซื้อขายได้ |$items$| คุณต้องถอดไอเทมนั้นก่อนที่จะขายรถ"
"MARKETPLACE_COL_COUNT"	"จำนวน"
"MARKETPLACE_COL_NAME"	"ชื่อไอเทม"
"MARKETPLACE_COL_PRICE"	"ราคา"
"MARKETPLACE_COL_SELLER"	"ผู้ขาย"
"MARKETPLACE_COL_TIME"	"เวลาเหลือ"
"MARKETPLACE_CONTENT_BLUEPRINT"	"แบบแปลน"
"MARKETPLACE_CONTENT_CAR"	"รถ"
"MARKETPLACE_DONATE_BUTTON"	"เพิ่มเงิน"
"MARKETPLACE_FILTERTYPE_ANY"	"ทุกชนิด"
"MARKETPLACE_FILTERTYPE_BLUEPRINT"	"แบบแปลน"
"MARKETPLACE_FILTERTYPE_CAR"	"รถ"
"MARKETPLACE_FILTERTYPE_ITEM"	"ไอเทม"
"MARKETPLACE_FILTERTYPE_SCRAP"	"ทรัพยากร"
"MARKETPLACE_FILTER_HINT"	"ส่วนย่อย"
"MARKETPLACE_FILTER_RESET"	"รีเซ็ต"
"MARKETPLACE_FILTER_TITLE"	"ระบุ"
"MARKETPLACE_INFO_BLUEPRINT_DETAIL"	"แบบแปลนต้องการส่วนประกอบดังนี้ (สีแดงคือยังไม่มี,ขาดอยู่): $items$|ไอเทมทั้งหมด: $gearLevel$"
"MARKETPLACE_INFO_BLUEPRINT_TITLE"	"แบบแปลนรถ"
"MARKETPLACE_INFO_CAR_DETAIL"	"รถมีส่วนประกอบดังนี้ $items$|ส่วนประกอบทั้งหมด: $gearLevel$"
"MARKETPLACE_INFO_CAR_TITLE"	"รถ"
"MARKETPLACE_INSTANT_BUY"	"ซื้อ"
"MARKETPLACE_INSTANT_BUY_ITEM_COMPETE"	"ซื้อสำเร็จ"
"MARKETPLACE_INSTANT_SELL"	"ขาย"
"MARKETPLACE_INSTANT_SELL_BUTTON"	"ขายทันที"
"MARKETPLACE_INSTANT_SELL_ITEM_COMPETE"	"คุณได้รับเงิน $profit$ จากการขายไอเทม"
"MARKETPLACE_INVALID_BUY_AMOUNT"	"สามารถใส่คำสั่งซื้อไอเทมได้ตั้งแต่ 1 ถึง 100|ใส่จำนวนไอเทมให้ถูกต้อง"
"MARKETPLACE_INVALID_ITEM_COUNT"	"ไอเทมในคลังไม่พอ"
"MARKETPLACE_INVALID_RESOURCE_COUNT"	"ทรัพยากรที่ขายมีไม่พอตามที่ระบุ"
"MARKETPLACE_LOW_PRICE"	"ราคาขั้นต่ำ — $min_price$"
"MARKETPLACE_NOTHING_FOUND"	"ไม่พบข้อมูล"
"MARKETPLACE_NO_FREE_BIDS"	"พื้นที่ซื้อขายไม่พอ"
"MARKETPLACE_PURCHASE_BUTTON"	"สั่งซื้อ"
"MARKETPLACE_PURCHASE_NO_MONEY"	"เงินไม่พอสำหรับคำขอ|ขายบางอย่างที่ตลาดหรือซื้อ Cash ได้ที่ Store"
"MARKETPLACE_PURCHASE_NO_MONEY_PS4"	"เงินไม่พอสำหรับคำขอ|ขายบางอย่างที่ตลาดหรือซื้อ Cash ได้ที่ PlayStation®Store."
"MARKETPLACE_PURCHASE_NO_MONEY_XBONE"	"เงินไม่พอสำหรับคำขอ|ขายบางอย่างที่ตลาดหรือซื้อ Cash ได้ที่ Xbox Store"
"MARKETPLACE_PURCHASE_ORDER_PUT"	"ได้รับคำขอซื้อของคุณแล้ว คุณจะได้รับการแจ้งเตือนเมื่อซื้อสำเร็จ"
"MARKETPLACE_PURCHASE_PRICE"	"คุณต้องจ่ายเงินสำหรับ (1 ชิ้น)"
"MARKETPLACE_PURCHASE_PROFIT"	"ผู้ขาย ได้รับ:"
"MARKETPLACE_PURCHASE_SCRAP"	"ซื้อ Scrap"
"MARKETPLACE_PURCHASE_TITLE"	"ซื้อ — $name$"
"MARKETPLACE_REFRESH"	"รีเฟรช"
"MARKETPLACE_SELECT_OTHER_BTN"	"เลือกอย่างอื่น .."
"MARKETPLACE_SELL"	"ขาย"
"MARKETPLACE_SELL_BLUEPRINT_TIP"	"ขายแบบแปลน (ยกเว้นไอเทม)"
"MARKETPLACE_SELL_BUTTON"	"ขาย"
"MARKETPLACE_SELL_CAR"	"ขายรถที่ใช้งานอยู่"
"MARKETPLACE_SELL_CAR_TIP"	"ขายรถและไอเทมทั้งหมด"
"MARKETPLACE_SELL_COUNT"	"สำหรับ"
"MARKETPLACE_SELL_ITEM"	"ขายไอเทม"
"MARKETPLACE_SELL_ORDER_PUT"	"การวางขายสำเร็จ|จะได้รับการแจ้งเตือนเมื่อมีผู้อื่นซื้อไป"
"MARKETPLACE_SELL_ORDER_PUT_BLUEPRINT"	"คุณวางขายแบบแปลนสำเร็จ|จะได้รับการแจ้งเตือนเมื่อมีผู้อื่นซื้อไป"
"MARKETPLACE_SELL_ORDER_PUT_CAR"	"คุณวางขายรถสำเร็จ|จะได้รับการแจ้งเตือนเมื่อมีผู้อื่นซื้อไป"
"MARKETPLACE_SELL_PRICE"	"ผู้ซื้อต้องจ่ายเงินสำหรับ (1 ชิ้น):"
"MARKETPLACE_SELL_PROFIT"	"ได้รับ:"
"MARKETPLACE_SELL_RESOURCE_TIP"	"ขายทรัพยากร"
"MARKETPLACE_SELL_SCRAP_METAL"	"ขายทรัพยากร"
"MARKETPLACE_SELL_TITLE"	"ขาย — $name$"
"MARKETPLACE_TITLE"	"ตลาด"
"MARKET_ACTOR_DESC_BUYER"	"ผู้ซื้อ"
"MARKET_ACTOR_DESC_SELLER"	"ผู้ขาย"
"MARKET_BID_BUY"	"ซื้อ"
"MARKET_BID_SELL"	"ขาย"
"MARKET_BUY_AMOUNT_ZERO"	"-"
"MARKET_BUY_CANCEL_CONFIRM"	"คุณต้องการยกเลิกคำขอซื้อ $name$ $amount$ ชิ้น $cost$|ยืนยัน?"
"MARKET_BUY_TOTAL_PRICE"	"รวมทั้งหมด"
"MARKET_CANCEL_BID"	"ยกเลิกข้อเสนอ"
"MARKET_CANCEL_BID_WAIT_MSG"	"ยกเลิกข้อเสนอขาย"
"MARKET_CHANGE_BID"	"เปลี่ยน"
"MARKET_EDIT_BID"	"Edit"
"MARKET_HEADER_ACTOR"	"ซื้อขาย"
"MARKET_HEADER_AMOUNT"	"จำนวน"
"MARKET_HEADER_AMOUNT_BUY"	"คำขอซื้อ"
"MARKET_HEADER_AMOUNT_SELL"	"ข้อเสนอขาย"
"MARKET_HEADER_BID_TYPE"	"ประเภท"
"MARKET_HEADER_DATE"	"วันที่"
"MARKET_HEADER_NAME"	"ชื่อ"
"MARKET_HEADER_ORDER_PRICE_BUY"	"ราคาซื้อ"
"MARKET_HEADER_ORDER_PRICE_SELL"	"ราคาขาย"
"MARKET_HEADER_PRICE"	"ราคา"
"MARKET_HEADER_PRICE_BUY"	"ซื้อ (สูงสุด)"
"MARKET_HEADER_PRICE_SELL"	"ขาย (ต่ำสุด)"
"MARKET_HINT_BTN_OK"	"ตกลง"
"MARKET_HINT_TEXT1"	"คุณสามารถซื้อและขายไอเทมกับผู้เล่นอื่นๆได้ที่นี่"
"MARKET_HINT_TEXT2"	"ทรัพยากรและไอเทมที่ได้จาก Wasteland สามารถขายเพื่อสร้างรายได้ให้ตนเอง"
"MARKET_HINT_TEXT3"	"คุณสามารถจ่ายเงิน Cash เพื่อเช่าเครื่องมือคราฟหรือซื้อไอเทมและทรัพยากร"
"MARKET_HINT_TITLE1"	"ซื้อและขาย"
"MARKET_HINT_TITLE2"	"ได้รับ Cash"
"MARKET_HINT_TITLE3"	"คราฟ"
"Market_instant_buy_item"	"คุณกำลังจะซื้อ $item_name$ ในราคา $price$|ยืนยันการซื้อ?"
"Market_instant_buy_item_no_orders"	"ไม่มีข้อเสนอที่เหมาะสม"
"MARKET_ITEM_DESC"	"$desc$ (มีอยู่, $amount$ ชิ้น)"
"MARKET_MY_BIDS_COUNT"	"กำลังขาย $sellBidsCount$ / $sellBidsMax$, กำลังซื้อ $buyBidsCount$ / $buyBidsMax$."
"MARKET_MY_ORDER"	"ข้อเสนอของฉัน"
"MARKET_MY_PURCHASE"	"คำขอของฉัน"
"MARKET_NOT_ENOUGH_INV_CAPACITY"	"ไม่สามารถซื้อไอเทม $amount$ ชิ้น พื้นที่คลังมีอยู่ $size$/$total$.|"
"MARKET_NO_BUY_PRICE"	"-"
"MARKET_NO_SELL_PRICE"	"-"
"MARKET_REFRESH"	"รีเฟรช"
"MARKET_SELLWND_INFO"	"มีไอเทมที่ไม่ได้ใช้|{$amount$;'unused part';'ชิ้น'}."
"MARKET_SELLWND_INFO_RES"	"$amountRes$ จำนวนในคลัง ({$amountPacks$;ชิ้น.;ชิ้น.})"
"MARKET_SELL_AMOUNT_ZERO"	"-"
"MARKET_SELL_CANCEL_CONFIRM"	"คุณต้องการยกเลิกการขาย $name$ $amount$ ชิ้น $cost$ | ยืนยัน?"
"MARKET_SET_NEW_BID_WAIT_MSG"	"อัพเดทข้อเสนอ"
"MARKET_TAB_BLUEPRINTS"	"แบบแปลน"
"MARKET_TAB_CARS"	"รถ"
"MARKET_TAB_MY_ITEMS"	"ข้อเสนอของฉัน"
"MARKET_TAB_PARTS"	"ไอเทม"
"MARKET_TAB_RESOURCES"	"ทรัพยากร"
"PARTCARD_AMOUNT"	"จำนวน:"
"PARTCARD_BUY"	"ซื้อ..."
"PARTCARD_CHEST_CONTENT"	"มีส่วนใดส่วนหนึ่งดังนี้:"
"PARTCARD_INFO"	"ข้อมูล"
"PARTCARD_INFO_BUY"	"$amount$ คำสั่งซื้อ, ราคาเริ่มต้นที่ $price$ หรือต่ำกว่า"
"PARTCARD_INFO_SELL"	"$amount$ ที่ขาย, ราคาเริ่มต้นที่ $price$"
"PARTCARD_PRICE"	"ราคา"
"PARTCARD_SELL"	"ขาย..."
"PARTCARD_SET_FILTER"	"รีเฟรช"
"PARTCARD_TRADE"	"ซื้อขาย"
"PARTINFO_BUY_PRICE"	"พบคำขอ @ffffff00$buyPrice$ หรือต่ำกว่า"
"PARTINFO_NO_BUY_PRICE"	"ไม่มีคำขอซื้อ"
"PARTINFO_NO_SELL_PRICE"	"ไม่มีผู้ขาย คุณคือคนแรก"
"PARTINFO_SELL_PRICE"	"ขาย: @ff00ff00$sellPrice$ หรือสูงกว่า"
"PARTS_SORT_PRICE_BUY"	"ตามราคาซื้อ"
"PARTS_SORT_PRICE_SELL"	"ตามราคาขาย"
"PART_ITEM_PRICE_BUY_NO_ITEMS"	"ไม่มีคำขอ"
"PART_ITEM_PRICE_SELL_NO_ITEMS"	"ไม่มีข้อเสนอ"
"PART_NOT_TRADABLE"	"@ffff0000ไม่สามารถซื้อขายได้"
"PART_PRICE_ICON_BUY"	"ต้องการ @ffffff00$buyPrice$"
"PART_PRICE_ICON_SELL"	"จาก @ff00ff00$sellPrice$"
"RESCARD_FILTER"	"ขนาดกล่อง"
"RESCARD_SIZE_1"	"x1"
"RESCARD_SIZE_10"	"x10"
"RESCARD_SIZE_100"	"x100"
"RESCARD_SIZE_1000"	"x1000"
"RESCARD_SIZE_5"	"x5"
"RESCARD_SIZE_50"	"x50"
"RESCARD_SIZE_500"	"x500"
"RESCARD_SIZE_5000"	"x5000"
"RESOURCE_DESC_BlueprintSlot"	"สิ่งประดิษฐ์พิเศษที่สามารถเพิ่มจำนวนที่เก็บแบบแปลนได้"
"RESOURCE_DESC_ClanMoney"	"ทรัพยากรหายากต่างๆ หาได้จากการเป็นผู้ชนะในสงครามแคลน"
"RESOURCE_DESC_Gasoline"	"ค่าออกเทนสูง, ค่าออกเทนต่ำ... ถ้าเกิดการเผาไหม้มันก็ใช้เป็นเชื้อเพลิงได้!"
"RESOURCE_DESC_MONEY"	"สกุลเงินที่ถูกยอมรับจากสังคมของเหล่าผู้รอดชีวิต"
"RESOURCE_DESC_Platinum"	"ทองแดงใช้สำหรับสร้างสายไฟ,อุปกรณ์ไฟฟ้าและยังใช้อัลลอยด้วย"
"RESOURCE_DESC_Scrap_Common"	"คุณจะไปไม่รอดถ้าไม่มีเหล็กชั้นดี มันใช้สำหรับชุดเกราะ, อาวุธ และ เครื่องป้องกัน"
"RESOURCE_DESC_Scrap_Epic"	"ไมโครชิพไม่สามารถสร้างได้อีกในโลกใหม่ ทำให้มันมีค่ามหาศาล"
"RESOURCE_DESC_Scrap_Rare"	"อะไรก็ตามที่อ่อนโยนกว่าการใช้ค้อนมันต้องใช้สายไฟเพื่อการทำงานที่ถูกต้อง"
"RESOURCE_DESC_Supply"	"ทรัพยากรหายากสามารถหาได้จาก Raids และนำไปแลกเป็นของรางวัลพิเศษจาก Engineer"
"RESOURCE_TYPE"	"Resource"
"RESOURCE_TYPE_BlueprintSlot"	"Blueprint storage"
"RESOURCE_TYPE_ClanMoney"	"Uranium ore"
"RESOURCE_TYPE_FirestartersMoney"	"Lighters"
"RESOURCE_TYPE_Gasoline"	"Fuel"
"RESOURCE_TYPE_MONEY"	"Cash"
"RESOURCE_TYPE_NewYearMoney"	"Crackers"
"RESOURCE_TYPE_Platinum"	"Copper"
"RESOURCE_TYPE_Scrap_Common"	"Scrap Metal"
"RESOURCE_TYPE_Scrap_Epic"	"Electronics"
"RESOURCE_TYPE_Scrap_Rare"	"Wires"
"RESOURCE_TYPE_Supply"	"Coupons"
"SUCCESS"	"ดำเนินการสำเร็จ"
"Keepheist_scavengers_caption"	"Murk"
"Keepheist_Win_psycho_text"	"บ้าจริง! มันไม่ควรเป็นแบบนี้ อ้ากกกกก!"
