"2STEP_AUTHORIZATION_ENABLED"	"Tu cuenta está protegida."
"rp_state_AFK"	"AFK"
"rp_state_IN_BATTLE"	"En combate"
"rp_state_IN_QUEUE"	"En cola"
"rp_state_OFFLINE"	"Desconectado"
"rp_state_OFFLINE_wide"	"Visto por última vez: $time$"
"rp_state_ONLINE"	"En partida"
"scavengers_10lvl_vehicle_desc"	"Un vehículo de artillería superpesada de los Carroñeros. Además del cañón principal, está equipado con una torreta para cubrir la parte trasera. Aunque todavía tienes que lograr atravesar esa parte trasera..."
"scavengers_10lvl_vehicle_name"	"Rinoceronte"
"scavengers_13lvl_vehicle_desc"	"Máquina que usan los comandantes de los batallones para vigilar las excavaciones. Es capaz de causar graves daños a larga distancia además de cambiar de posición rápidamente."
"scavengers_13lvl_vehicle_name"	"Gigante"
"scavengers_15lvl_vehicle_desc"	"Un vehículo que se puede montar con las piezas de esta facción."
"scavengers_15lvl_vehicle_name"	"La roca"
"scavengers_1lvl_Vehicle_Desc"	"Camioneta de los Carroñeros. Debido a las características de su diseño, es más efectivo en ataques frontales."
"scavengers_1lvl_Vehicle_Name"	"Aullador"
"scavengers_5lvl_vehicle_desc"	"Un gorila en el mundo de los vehículos. El cañón pesado proporciona una potencia de fuego aterradora mientras que la ametralladora 'Chord' mantiene la densidad de fuego."
"scavengers_5lvl_vehicle_name"	"Venado"
"scavengers_7lvl_vehicle_desc"	"Un vehículo que se puede montar con las piezas de esta facción."
"scavengers_7lvl_vehicle_name"	"Rompecráneos"
"scavengers_Boss_easy"	"Metalista"
"scavengers_Boss_hard"	"Comandante"
"scavengers_Boss_hard_name"	"Hulk"
"scavengers_Boss_medium"	"Comandante de brigada"
"scavengers_Boss_medium_name"	"Smasher"
"scavengers_GunneryKiller_hard"	"Escarabeo"
"scavengers_GunneryKiller_medium"	"Escarabeo"
"scavengers_MeatKiller_easy"	"Prospector"
"scavengers_MeatKiller_hard"	"Prospector"
"scavengers_MeatKiller_medium"	"Prospector"
"scavengers_MeleeKiller_easy"	"Cavador"
"scavengers_MeleeKiller_hard"	"Cavador"
"scavengers_MeleeKiller_medium"	"Cavador"
"scavengers_OfficerKiller_hard"	"Ariete"
"scavengers_OfficerKiller_medium"	"Ariete"
"scientists_15lvl_vehicle_name"	"Pluto XV"
"Scrap_Common"	"chatarra"
"SCREENSHOT_SAVED_TO"	"Captura de pantalla guardada en"
"SEASON_ALL_MODES"	"Se completa en $hlight$misiones, incursiones y peleas$hlightEnd$"
"SEASON_ALL_MODES_EASY"	"Complétalas en $hlight$misiones, brawls e incursiones de dificultad fácil$hlightEnd$"
"SEASON_ALL_MODES_HARD"	"Complétalas en $hlight$misiones, brawls e incursiones de dificultad difícil$hlightEnd$"
"SEASON_ALL_MODES_MEDIUM"	"Complétalas en $hlight$misiones, brawls e incursiones de dificultad normal$hlightEnd$"
"SEASON_ALL_PVE"	"Completado en $hlight$incursiones$hlightEnd$"
"SEASON_ALL_PVE_EASY"	"Complétalas en $hlight$incursiones de dificultad fácil o superior$hlightEnd$"
"SEASON_ALL_PVE_MEDIUM"	"Complétalas en $hlight$incursiones de dificultad normal o superior$hlightEnd$"
"SEASON_ALL_PVP"	"Se completa en $hlight$misiones y peleas$hlightEnd$"
"SEASON_HINT_TEXT2"	"Algunas desafíos se completan en misiones mientras que otras se llevan a cabo en incursiones de cierta dificultad."
"SEASON_ONLY_GAMEMODES"	"Completado en $hlight$modos: $gameModes$ ($difficulty$) $hlightEnd$"
"SEASON_QUESTS_CHAIN_DESC"	"Completa todos los desafíos para conseguir el gran premio."
"SEASON_QUESTS_CHAIN_PROGRESS_TITLE"	"Progreso"
"SEASON_QUESTS_CHAIN_REWARD_TITLE"	"Recompensa"
"SEASON_QUESTS_MAIN_WND_DESC"	"Completa desafíos para conseguir recompensas. Puedes cambiar tu representante en cualquier momento y conservar el progreso. Si no completas las misiones antes de que acabe la temporada, se perderá el progreso. Las misiones se completan en los modos 'Incursión' y 'Misión'."
"SEASON_QUESTS_NODE_TOOLTIP"	"$questDesc$||Recompensa: $rewardList$|Progreso: $value$/$valueMax$"
"SEASON_QUESTS_NOTIFICATION_BTN"	"De acuerdo"
"SEASON_QUESTS_NOTIFICATION_DESC"	"Ha llegado una nueva temporada y, con ella, nuevos desafíos, mientras que los antiguos ya no están activos. Asegúrate de completar los desafíos a tiempo para conseguir las recompensas."
"SEASON_QUESTS_NOTIFICATION_TITLE"	"NUEVOS DESAFÍOS"
"SEASON_QUESTS_TIMER_TITLE"	"Tiempo restante:"
"SEASON_QUEST_CHAIN_ACTIVATE"	"Iniciar"
"SEASON_QUEST_CHAIN_COMPLETED"	"Completada"
"SEASON_QUEST_CHAIN_GET_REWARD"	"Aceptar recompensa"
"SEASON_QUEST_CHAIN_PROGRESS"	"Has completado $value$/$valueMax$"
"SEASON_QUEST_COMPLETED_CHAT_NOTIFICATION"	"Has completado la cadena de misiones \"$chainName$\" — ¡Recoge tu recompensa!"
"SEASON_QUEST_GET_REWARD"	"Aceptar recompensa"
"SEASON_QUEST_MISSION_TITLE"	"$hlight$Misión actual$hlightEnd$ ($val$/$valMax$)"
"SEASON_QUEST_PROGRESS_DESC"	"Progreso: $curValue$ / $maxValue$"
"SEASON_QUEST_RARITY_DESC"	"de nivel \"$rarity$\" o superior"
"SETTING_colRemap"	"Corrección de color"
"SETTING_on"	"Activado"
"ShopPremium_premium_debr_info"	"Escáner||El escáner cuenta con muchas funciones útiles, y algunas de ellas todavía son poco conocidas: desbloquea el acceso a desafíos secretos, aumenta la cantidad de reputación conseguida, y mucho más.|"
"ShopPremium_premium_desc"	"|- Aumenta un 50% la reputación ganada.|- Desbloquea un desafío diario con 40 coins como recompensa.|- Aumenta un 50% la cantidad de recursos conseguidos en misiones e incursiones.|- Amplia el límite de recursos un 50%."
"ShopPremium_premium_hangar_info"	"Escáner||El escáner cuenta con muchas funciones útiles, y algunas de ellas todavía son poco conocidas: desbloquea el acceso a desafíos secretos, aumenta la cantidad de reputación conseguida, y mucho más.||Haz clic para ir a la sección de la tienda y obtener más información."
"ShopPremium_premium_item"	" "
"ShopWnd_consoles_disabled_text"	"PlayStation™Store no está disponible durante el fin de semana beta."
"ShopWnd_consoles_text"	"¡Consigue fantásticos lotes!|Transporte, botes de pintura y retratos."
"ShopWnd_Event"	"Monedas adicionales"
"ShopWnd_New"	"Nuevo"
"ShopWnd_PW_bought"	"Monedas compradas: $val$"
"ShopWnd_PW_help"	"Blanco"
"ShopWnd_PW_to_shop"	"Comprar monedas"
"ShopWnd_to_shop"	"Ir a la tienda"
"ShopWnd_to_shop_PS4"	"Ir a la tienda"
"ShopWnd_to_shop_XBONE"	"Ir a Tienda Xbox"
"SHOP_BuyGold_StarConflict"	"Compra patrones galácticos de Star Conflict y conseguirás monedas de oro de premio para Crossout (0,15 monedas por 1 patrón)."
"SHOP_BuyGold_StarConflict_Warning"	"Se te redirigirá a la tienda, donde puedes comprar|patrones galácticos para Star Conflict.|Por cada compra, recibirás monedas de Crossout gratis, |0,15 por 1 patrón galáctico."
"SHOP_BuyGold_WarThunder"	"Compra águilas de oro de WarThunder y consigue monedas de oro adicionales de Crossout de regalo (0,2 por 1 águila)."
"Shop_buy_item_confirm"	"¿Seguro que quieres comprar $bundle_name$?"
"SHOP_ITEM_BUY_PREM_BTN"	"Comprar"
"SHOP_MAXGEARLEVEL"	"Límite total de piezas aumentado a %d"
"SPECTATOR_ALL_CLIENTS_DEAD"	"Se ha eliminado a todos los jugadores. La batalla termina en %0.1f segundos."
"SPECTATOR_MSG"	"Tu coche estará listo en la siguiente ronda"
"SPEED_TITLE"	"Velocidad máx."
"Starter_pack_Desc"	"- Vehículo acorazado original \"Colmillo\";|- Arma del vehículo acorazado — cañón reforzado \"Vector MM5-4\"; metralhadoras LM-54 Chord;|- Retrato de héroe original: Vicky;|- Latas de pintura: Twilight metallic;|- 650 monedas del juego."
"Starter_pack_Name"	"Pack «Mordedura de serpiente»"
"Starter_pack_thai_Desc"	"¡Un montón de piezas, cabinas y armas diferentes para ayudarte a construir cualquier vehículo blindado que quieras!|¡Enhorabuena por subir a nivel 5!|En adelante, ¡el camino solo será más interesante!"
"Starter_pack_Vehicle_Name"	"Colmillo"
"Starter_pack_womoney_Desc"	"- Vehículo acorazado original \"Colmillo\";|- Arma del vehículo acorazado — cañón reforzado \"Vector MM5-4\"; metralhadoras LM-54 Chord;|- Retrato de héroe original: Vicky;|- Latas de pintura: Twilight metallic."
"STEAM_LOGIN_BUTTON"	"Iniciar sesión con ID de Steam"
"StressTestEvent2017_1_desc"	"Completa $val$ batallas en los modos Misiones o Incursiones."
"StressTestEvent2017_1_name"	"Estrés elevado"
"StressTestEvent2017_2_desc"	"Completa $val$ batallas en los modos Misiones o Incursiones."
"StressTestEvent2017_2_name"	"Estrés elevado"
"StressTestEvent2017_3_desc"	"Completa $val$ batallas en los modos Misiones o Incursiones."
"StressTestEvent2017_3_name"	"Estrés elevado"
"TCWnd_title"	"Selecciona la disposición de los controles"
"test_reward_Vehicle_Name"	"Snappy"
"TGS_Bundle_Desc"	"- Cabina 'Thug';|- Ametralladora 'P-54M Accord' x3."
"TGS_Bundle_Name"	"Crossout — Tokyo Game Show"
"TIME_TO_NEXT_GAME"	"Tiempo hasta la siguiente partida"
"tips_constructor_basic_1_desc"	"Experimenta con la colocación del arma. Intenta cubrir tus armas con armadura o ocultarlas en lugares inesperados."
"tips_controls_camreset_desc"	"Pulsa @ffff9900$key$@ffffffff para restablecer la cámara a su posición por defecto."
"tips_controls_carhorn_desc"	"Pulsa la tecla @ffff9900$key$@ffffffff, para que suene la bocina instalada."
"tips_empty_title"	" "
"tips_garage_basic_04_desc"	"Las piezas que consigues por tus victorias no solo se pueden instalar en tu vehículo, sino también vender en el mercado o desmantelarlas."
"tips_garage_basic_05_desc"	"Cuanto mayor sean tus Puntos de Poder (o PS), más poderosos serán tus oponentes."
"tips_misc_autobuild_1_desc"	"Usa en el garaje el botón de ensamblaje automático para montar un vehículo aleatorio con las piezas que se encuentran en tu inventario."
"tips_misc_premium_2_desc"	"Activar el escáner desbloquea un desafío diario que te ayuda a ganar algunas monedas. Los escáneres se venden en la tienda."
"tips_misc_quests_daily_desc"	"Completar los desafíos diarios es una excelente forma de conseguir chatarra."
"tips_pvp_basic_03_desc"	"En el mini mapa aparece la base enemiga marcada con un diamante rojo. Para comenzar la captura, es suficiente con quedarte cerca."
"TONNAGE_TITLE"	"Tonelaje"
"TOOLTIP_REASSIGN"	"Cambiar clave de activación"
"TowerDefense_2Wave_scavengers_text"	"¡Vamos a probar con otro tipo de enfoque! ¡Huid de ellos! ¡Necesito esta estación a toda costa!"
"TowerDefense_3Wave_scavengers_text"	"¡Ni se os ocurra conteneros un ápice! ¡Esta es nuestra última oportunidad de retomar la estación!"
"TowerDefense_Capture_nomads_text"	"¡Te dije que tres torretas no son suficientes! Bueno, serán igual de inútiles para el enemigo como lo fueron para nosotros. ¡Nos reagruparemos y atacaremos!"
"TO_BLUEPRINTS"	"A los planos"
"traders_10lvl_vehicle_desc"	"Al igual que el 'Pilgrim', está destinado para batallas a larga distancia pero es mucho más resistente, además de estar también equipado con un dron de combate para proteger la parte posterior."
"traders_10lvl_vehicle_name"	"Investigador"
"traders_13lvl_vehicle_desc"	"Vehículo blindado de expedición. Estos generalmente son adecuados para los grupos de Nómadas que salen a explorar objetos en las profundidades de las zonas más peligrosas de Wasteland. O para comerciar con los Ingenieros."
"traders_13lvl_vehicle_name"	"Arqueólogo"
"traders_15lvl_vehicle_desc"	"Esta estación móvil Nómada está construida para sobrevivir de forma autónoma durante muchos meses de viaje por carretera, además de luchar contra cualquier obstáculo que uno se pueda encontrar en Wasteland."
"traders_15lvl_vehicle_name"	"Trotamundos"
"traders_1lvl_vehicle_desc"	"Un vehículo que se puede montar con las piezas de esta facción."
"traders_1lvl_vehicle_name"	"Explorador"
"traders_5lvl_vehicle_name"	"Nómada"
"traders_7lvl_vehicle_desc"	"Un vehículo pesado de combate, equipado con dos ametralladoras de alta precisión y una excelente tecnología de enfriamiento, en manos expertas, representa una seria amenaza."
"traders_7lvl_vehicle_name"	"Aventurero"
"TutorialGearLevel_1_Name"	"Montaje de piezas"
"TutorialGearLevel_3_Name"	"Montaje de piezas"
"TutorialGearLevel_4_Name"	"Montaje de piezas"
"TutorialPveLeviathanComplete_1_Name"	"Invasión"
"TutorialPvpWin_1_Desc"	"Gana {$required_value$;batalla;batallas} en el modo 'Misión'."
"TutorialPvpWin_2_Desc"	"Gana {$required_value$;batalla;batallas} en el modo 'Misión'."
"TutorialPvpWin_3_Desc"	"Gana {$required_value$;batalla;batallas} en el modo 'Misión'."
"TutorialPvpWin_4_Desc"	"Gana {$required_value$;batalla;batallas} en el modo 'Misión'."
"tutorial_completed_msg"	"Ahora estás listo para las batallas que te esperan en Wasteland, ¡todo depende de ti!"
"TUTORIAL_HEADER"	"Montaje de piezas"
"TUTORIAL_HINT1"	"Abre la interfaz de montaje haciendo clic en el botón situado en la parte superior o presionando la tecla <G>."
"TUTORIAL_HINT2"	"Coloca el cursor sobre la rueda y elimínala pulsando la tecla <X>."
"TUTORIAL_HINT3"	"Abre tu almacén pulsando <TAB>, selecciona una rueda haciendo doble clic y móntala."
"TUTORIAL_PLAY_AGAIN"	"Volver a reproducir vídeo"
"TUTORIAL_PLAY_NEXT"	"Siguiente"
"TUTORIAL_SKIP_REQUEST"	"¿Quieres omitir el tutorial? No tendrás otra ocasión de completarlo."
"UNIVERSAL_RATING_TITLE"	"Clasificación universal"
"until"	"Expulsado hasta"
"UR_TITLE"	"Puntos de poder (PS)"
"UserBlueprintWnd_bought"	"Comprado"
"UserBlueprintWnd_bundleTab_bought"	"Bought: $cur$/$max$"
"UserBlueprintWnd_buy"	"Compra por"
"UserBlueprintWnd_cost"	"Comprar por $val$"
"UserBlueprintWnd_desc"	"Aquí puedes hallar planos que puedes probar, enviar a la exposición o usar para construir vehículos."
"UserBlueprintWnd_details_available"	"Piezas requeridas:"
"UserBlueprintWnd_details_bundle_contains"	"Pack parts list"
"UserBlueprintWnd_details_bundle_reward"	"Pack parts:"
"UserBlueprintWnd_details_bundle_unlock"	"Early access:"
"UserBlueprintWnd_details_unavailable"	"Piezas que faltan:"
"UserBlueprintWnd_factionTab_unlocked"	"Unlocked: $cur$/$max$"
"UserBlueprintWnd_timer"	"Disponible durante $time$"
"UserBlueprintWnd_title"	"Planos"
"UserBlueprintWnd_toshop"	"A la tienda"
"UserBlueprintWnd_toshop_PS4"	"Comprar"
"UserBlueprintWnd_toshop_XBONE"	"Comprar"
"USERLEVEL_CAP_REACHED"	"Nivel máximo alcanzado."
"USERLEVEL_PROGRESS_TOOLTIP"	"Reputación: $exp$/$expRequire$"
"USERNAME_HINT"	"correo electrónico"
"USER_ACTION_VOICE_MUTE"	"Silenciar"
"USER_ACTION_VOICE_UNMUTE"	"Dejar de silenciar"
"USER_BLUEPRINT_CLOSE_TOOLTIP"	"Finalizar el trabajo con los planos"
"USER_BLUEPRINT_ERASE_TOOLTIP"	"Eliminar plano"
"USER_BLUEPRINT_INC_BTN_TOOLTIP"	"Añadir huecos para planos"
"USER_BLUEPRINT_SAVE_TOOLTIP"	"Sobrescribir plano"
"User_notifiaction_got_blueprint"	"¿Realmente quieres reemplazar este plano con uno nuevo? En cualquier momento tienes disponibles nuevos planos en la sección \"Planos\"."
"User_notifiaction_got_blueprint_use"	"Montar"
"Valentine_quest_desc"	"Gana {$required_value$;batalla;batallas} en los modos 'Misión' o 'Incursión'."
"VALUE_NA"	"no disponible"
"VAL_OF_MAX"	"$val$ de $max$"
"WARINING"	"Aviso"
"WARNING"	"Aviso"
"WeaponAssign_Automatic"	"Fuego automático"
"WeaponAssign_Primary"	"Grupo 1"
"WeaponAssign_Secondary"	"Grupo 2"
"WeaponAssign_TITLE"	"Cambiar atajos de teclado de armas"
"WeaponAssign_weaponGroup3"	"Grupo 3"
"WeaponAssign_weaponGroup4"	"Grupo 4"
"WeaponAssign_weaponGroup5"	"Grupo 5"
"WeaponAssign_weaponGroup6"	"Grupo 6"
"WeaponAssign_weaponGroup7"	"Grupo 7"
"Weekly_12_Hard_WinsPlatinum_desc"	"Gana {$required_value$;batalla;batallas} en incursiones difíciles con cobre como recompensa."
"Weekly_2_Easy_WinsScrapCommon_desc"	"Gana {$required_value$;batalla;batallas} en misiones con chatarra como recompensa."
"Weekly_3_Easy_WinsPlatinum_desc"	"Gana {$required_value$;batalla;batallas} en incursiones fáciles."
"Weekly_5_Medium_WinsScrapRare_desc"	"Gana {$required_value$;batalla;batallas} en la misión \"¡A por los cables!\"."
"Weekly_6_Medium_Brawls_desc"	"En cualquier brawl, logra {$required_value$;vez;veces} uno de los puestos del podio."
"Weekly_7_Medium_WinsLevi_desc"	"Gana {$required_value$;batalla;batallas} en Invasiones contra Leviatanes."
"Weekly_8_Medium_WinsPlatinum_desc"	"Gana {$required_value$;batalla;batallas} en incursiones normales con cobre como recompensa."
"Weekly_9_Medium_WinsPlastic_desc"	"Gana {$required_value$;batalla;batallas} en incursiones normales con plástico como recompensa."
"WinsPvE_desc"	"Logra la victoria en {$required_value$;incursión;incursiones}."
"WinsPvE_name"	"Triunfo"
"WinsPvP_desc"	"Gana {$required_value$;batalla;batallas} en el modo 'Misión'."
"WinsPvP_name"	"Triunfo"
"Wins_desc"	"Gana {$required_value$;batalla;batallas} en los modos 'Misión' o 'Incursión'."
"Wins_name"	"Triunfo"
"WINXP_SUPPORT_WARNING"	"¡Atención! A partir del 1 de diciembre, Crossout dejará de dar soporte a Windows XP."
"XBOX_Exclusive_pack_Desc"	"- Vehículo acorazado original Tormenta de arena;|- Arma: Raro cañón automático AC43 Rapier de 20 mm;|- Cabina única 'Hot-Rod';|- Retrato de personaje original: Calibán;|- Pintura y motivos: anecdotista, damas;|- 1250 monedas del juego."
"XBOX_Exclusive_pack_Name"	"Pack «Día duro»"
"XBOX_Exclusive_pack_womoney_Desc"	"- Vehículo acorazado original Tormenta de arena;|- Arma: Raro cañón automático AC43 Rapier de 20 mm;|- Cabina única 'Hot-Rod';|- Retrato de personaje original: Calibán;|- Pintura y motivos: anecdotista, damas."
"XBOX_Exclusive_Vehicle_Name"	"Tormenta de arena"
"XBOX_Gold_pack_Desc"	"- Vehículo blindado reforzado exclusivo 'Snappy';|- Armas del vehículo blindado — dos ametralladoras LM-54 Chord.|- Cabina única 'Duster';|- Aumenta el número máximo de piezas que se pueden usar a 35."
"XBOX_Gold_pack_Name"	"Pack «Snappy»"
"XBOX_Gold_Vehicle_Name"	"Snappy"
"xmas_bundle_Vehicle_Name"	"Icebreaker"
"YANGAR_TAB_SHOP"	"Tienda"
"Yes"	"Sí"
"Zubilo_bundle_Desc"	"- Vehículo blindado único: “Bully”|- Armas: ametralladora “M-37 Piercer” — 3 unidades.|- Cabina única “Favorite”|- Retrato de personaje único “Hammer Tim”|- Decoraciones únicas: “Braid” y “Topper”|- Piezas estructurales únicas para “Bully”|- Un conjunto de pegatinas exclusivas — 8 unidades.|- Un bote de pintura único ”Eggplant”|- Aumenta el número máximo de piezas que se pueden usar a 55|- 1250 coins"
"Zubilo_bundle_Name"	"Pack \"Drive\""
"Zubilo_bundle_womoney_Desc"	"- Vehículo blindado único: “Bully”|- Armas: ametralladora “M-37 Piercer” — 3 unidades.|- Cabina única “Favorite”|- Retrato de personaje único “Hammer Tim”|- Decoraciones únicas: “Braid” y “Topper”|- Piezas estructurales únicas para “Bully”|- Un conjunto de pegatinas exclusivas — 8 unidades.|- Un bote de pintura único ”Eggplant”|- Aumenta el número máximo de piezas que se pueden usar a 55"
"Zubilo_bundle_womoney_Name"	"Pack \"Drive\""
"activate_ags"	"Activar AMD GPU Services (AGS)"
"activate_nvidia_aftermath"	"Activar NVIDIA Aftermath"
"arc_not_installed_caption"	"Arc no está instalado"
"arc_not_installed_message"	"Debes instalar Arc para jugar a Star Conflict. ¿Quieres descargarlo ahora?"
"arc_sdk_not_found"	"No se puede cargar la librería arcSDK.dll. Por favor asegúrate de que el archivo ArcSDK.dll se encuentra en el directorio de instalación o reinstala el cliente del juego."
"close_button"	"Guardar configuración y salir"
"corrupted_arc_sdk"	"El archivo ArcSDK.dll esta corrupto. Por favor reinstala el cliente del juego."
"dll_error"	"Error DLL"
"download_progress"	"[done] a [speed]. Restantes: [rest]. Tiempo estimado: [eta]"
"files_corrupted"	"Algunos archivos se han corrompido. Realizar una comprobación completa. "
