"2STEP_AUTHORIZATION_ENABLED"	"您的帳號受到保護"
"HUD_EVENT_MSG_PVE_GOAL_TURRET"	"摧毀油井！+{$param1$;秒;秒}"
"HUD_EVENT_MSG_PVE_KILL_REWARD_TIME"	"擊敗敵人! +{$param1$;秒;秒}"
"HUD_EVENT_MSG_RACE_CIRCLE_FINISHED"	"完成單圈！"
"HUD_EVENT_MSG_RACE_FINISHED"	"比賽結束！你獲得了第$param1$名！"
"HUD_EVENT_MSG_TURRET_UPGRADE0_TITLE"	"炮塔修復"
"HUD_EVENT_MSG_TURRET_UPGRADE1_TITLE"	"安裝炮塔"
"HUD_EVENT_MSG_TURRET_UPGRADE4_DESC"	"頂級炮塔已部署"
"HUD_FRIEND_BASE"	"我方基地"
"HUD_FRIEND_BASE_ATTACKED"	"我方基地正被佔領"
"HUD_GUIDED_MISSILE_HINT"	"釋放@ffff9900$key$@ffffffff鍵"
"HUD_INFO_AMMO_PICKPUP"	"拾取彈藥"
"HUD_INFO_REWARD_ASSIST"	"助攻"
"HUD_INFO_REWARD_FIRST_DAMAGE"	"首次命中"
"HUD_INFO_REWARD_KILL"	"消滅"
"HUD_INFO_REWARD_LIFTING_JACK"	"廢土好隊友"
"HUD_INFO_REWARD_MEDAL"	"已獲得貼紙"
"HUD_INFO_REWARD_PART_DETACH"	"摧毀"
"HUD_KILL"	"$actor$擊敗了$target$"
"HUD_KILL_WEAPON"	"$actor$ $weapon_ico$ $target$"
"HUD_LACK_OF_PARTS_TITLE"	"自爆"
"HUD_LIFTINGJACK_AUTO_MSG"	"按@ffff9900$key$@ffffffff鍵，使用起重器翻轉戰車"
"HUD_LIFTINGJACK_AUTO_TITLE"	"翻車了"
"HUD_LIFTINGJACK_HELP_MSG"	"按@ffff9900$key$@ffffffff鍵復位戰車"
"HUD_LIFTINGJACK_HELP_TITLE"	"求救"
"HUD_LIFTINGJACK_WAIT_MSG"	"等待救援或$time$秒後使用自動起重器。"
"HUD_LIFTINGJACK_WAIT_TITLE"	"翻車了"
"HUD_MAP_TIMER_TITLE"	"戰鬥結束："
"HUD_MARKER_TEXT_CARGO"	"收集！"
"HUD_MARKER_TEXT_CARGO_DROP"	"逃離區"
"HUD_MARKER_TEXT_CARGO_DROP_CARRIER"	"物資運輸車"
"HUD_MARKER_TEXT_DEFENSE"	"防禦！"
"HUD_MBP_TIMER_SUDDENDEATH_STOP"	"距離風暴來襲還有："
"HUD_MINIMAP_BIND"	"[%S]模式"
"HUD_MINIMAP_SCALE_BIND"	"[%s] x%.1f"
"HUD_NEUTRAL_BASE"	"中立基地"
"HUD_PATROL_TASK_KILL"	"已摧毀：$param1$/$param2$"
"HUD_PATROL_TASK_USE"	"已完成：$param1$/$param2$"
"HUD_PATROL_TITLE"	"巡邏中"
"HUD_POINT_CAPTURE"	"佔領區域"
"HUD_PVE_ENEMY_COUNTER"	"剩餘敵人：$count$"
"HUD_PVE_HEIST_TITLE"	"爭奪物資"
"HUD_PVE_KEEPHEIST_BOMBS_TAKEN"	"已搬運石油: $param1$ / $param2$"
"HUD_PVE_LEVIATHAN_BOMB_COUNT"	"爆炸物放置數量：$param1$ of $param2$"
"HUD_PVE_LEVIATHAN_TITLE"	"鋼鐵巨獸"
"HUD_PVE_NEXT_WAVE_TITLE"	"下輪進攻："
"HUD_PVE_OBJECTIVE"	"完成目標"
"HUD_PVE_TASK_CHASE"	"摧毀卡車"
"HUD_PVE_TASK_DEFENSE"	"已保護油井：$param1$/$param2$"
"HUD_PVE_TASK_FUEL"	"獲得物資：$param1$/$param2$"
"HUD_PVE_TASK_HEIST"	"爭奪敵方物資"
"HUD_PVE_TASK_LEVIATHAN"	"已摧毀鋼鐵巨獸：$param1$/$param2$"
"HUD_PVE_TASK_TURRET"	"已摧毀油井：$param1$/$param2$"
"HUD_PVE_TIME_LEFT"	"距戰鬥結束："
"HUD_PVE_TIME_LEVIATHAN_SPAWN"	"距離鋼鐵巨獸到來還有："
"HUD_QUICK_MSG_ATTACK"	"發起進攻！"
"HUD_QUICK_MSG_COME_HERE"	"集合！"
"HUD_QUICK_MSG_DEFEND"	"堅守陣地！"
"HUD_QUICK_MSG_GOOD_WORK"	"幹得漂亮！"
"HUD_QUICK_MSG_HELP_ME"	"請求支援！"
"HUD_QUICK_MSG_LOOK_OUT"	"小心！"
"HUD_QUICK_MSG_SPAM"	"快速消息發送過於頻繁，請稍候再試。"
"HUD_RESPAWN_BUTTON"	"重生"
"HUD_RESPAWN_KITS_LEFT"	"免費復活次數剩餘：$free_respawns$；修理工具包剩餘：$repair_kit$"
"HUD_RESPAWN_MSG"	"可以使用修理工具包返回戰場。"
"hud_respawn_wnd_buy_repair_kit"	"無修理工具包"
"hud_respawn_wnd_buy_repair_kit_btn"	"以$cost$購買"
"hud_respawn_wnd_free_respawn"	"剩餘修理包：$count$|使用修理包回到戰場。"
"hud_respawn_wnd_free_respawn_btn"	"回到戰場"
"hud_respawn_wnd_header"	"載具已被摧毀！"
"hud_respawn_wnd_leave_btn"	"離開戰鬥"
"hud_respawn_wnd_no_repair_kit"	"修理工具包不足"
"hud_respawn_wnd_repair_kit"	"剩餘的修理工具包：$count$$texture ignoreFontSize name type_resource_RepairKit_sml$"
"hud_respawn_wnd_repair_kit_btn"	"使用1個$texture ignoreFontSize name type_resource_RepairKit_sml$回到戰場"
"hud_respawn_wnd_try_instabuy_no_money"	"資金不足"
"HUD_RESURRECT"	"$actor$ $texture scale 2 name error_repair$ $target$"
"HUD_REWARD_EXP"	"$value$"
"HUD_REWARD_SCRAP"	"$value$鐵"
"HUD_SPECTATOR_KEY_GAMEPAD_HINT"	"按$key0$鍵或$key1$鍵切換觀察物件，按住滑鼠右鍵拖動視角"
"HUD_SPECTATOR_KEY_HINT"	"按下@ffff9900$key$@ffffffff切換觀察對象"
"HUD_SPECTATOR_PARTS_TITLE"	"該玩家所用部件："
"HUD_SUICIDE"	"$arget$自爆了"
"HUD_TIP_KEY_RETURN"	"車庫"
"HUD_TIP_KEY_SHOW_CENTER_MASS"	"顯示重心"
"HUD_TIP_KEY_SPAWN_CAR"	"生成/移除機器人"
"HUD_USE_GETCARPART_MSG"	"按住@ffff9900$key$@ffffffff鍵安裝部件"
"HUD_USE_OBJECT"	"接受任務"
"HUD_USE_OBJECT_MSG"	"按住@ffff9900$key$@ffffffff鍵接受任務"
"humble_bundle_Vehicle_Desc"	"特殊款皮卡。其裝備的輕機槍適合在中等距離攻擊敵方弱點，快速摧毀敵方戰車。"
"humble_bundle_Vehicle_Name"	"俠盜皮卡"
"hunter_bundle_Vehicle_Name"	"打擊者"
"INVENTORI_INFORMATION_FULL_STAMINA"	"油箱已滿，參與PVE模式的戰鬥將消耗燃料，燃料將於每日8:00自動補滿。"
"INVENTORI_INFORMATION_STAMINA_TRANSFUSION"	"是否添加$count$燃料？加油後可以參加副本戰鬥"
"INVENTORI_INFORMATION_STAMINA_TRANSFUSION_CAPTION"	"使用油罐"
"INVENTORY_CAPACITY"	"%d/%d"
"INVENTORY_CAPACITY_OVERFLOW"	"@ffff0000%d@ffffffff/%d"
"INVENTORY_FILLED"	"倉庫已使用："
"INVENTORY_INC_CAPACITY"	"你可使用以下物品將倉庫擴容25格："
"Inventory_instant_sell_error_no_requests"	"售出失敗：當前無購買此物品的訂單。"
"Inventory_instant_sell_item"	"以最高價$price$出售$item_name$？"
"inventory_on_car"	"已安裝$val$"
"IN_LOGIN_QUEUE"	"排隊時間 ~ $timeLeft$"
"item_chest_base_faction_desc"	"包含一件稀有部件：|較低機率獲得@ffffcc66傳奇部件@ffffffff。|一般機率獲得@ff9900ff史詩部件@ffffffff。|較高機率獲得@ff0099ff稀有部件@ffffffff。"
"item_chest_base_faction_name"	"工程師補給箱"
"item_chest_Decorum_1_desc"	"包含一件普通品質裝飾品。"
"item_chest_Decorum_1_name"	"普通裝飾品補給箱"
"item_chest_Decorum_2_desc"	"包含一件稀有品質裝飾品。"
"item_chest_Decorum_2_name"	"稀有裝飾品補給箱"
"item_chest_Decorum_3_desc"	"包含一件史詩品質裝飾品。"
"item_chest_Decorum_3_name"	"史詩裝飾品補給箱"
"item_chest_Decorum_4_desc"	"包含一件傳奇品質裝飾品。"
"item_chest_Decorum_4_name"	"傳奇裝飾品補給箱"
"item_chest_desc"	"箱子內容：$items$"
"item_chest_Dye_1_desc"	"包含一件普通品質裝飾品。"
"item_chest_Dye_1_name"	"普通噴漆補給箱"
"item_chest_Dye_2_desc"	"包含一罐稀有品質噴漆。"
"item_chest_Dye_2_name"	"稀有噴漆補給箱"
"item_chest_Dye_3_desc"	"包含一罐史詩品質噴漆。"
"item_chest_Dye_3_name"	"史詩噴漆補給箱"
"item_chest_Dye_4_desc"	"包含一罐傳奇品質噴漆。"
"item_chest_Dye_4_name"	"傳奇噴漆補給箱"
"item_chest_epic_weapon_name"	"探路者補給箱"
"item_chest_frenzied_faction_desc"	"包含一件稀有陣營部件：|較低機率獲得@ffffcc66傳奇部件@ffffffff。|一般機率獲得@ff9900ff史詩部件@ffffffff。|較高機率獲得@ff0099ff稀有部件@ffffffff。"
"item_chest_frenzied_faction_name"	"狂派補給箱"
"item_chest_gift_name"	"老兵補給箱"
"item_chest_military_faction_desc"	"包含一件以下部件：|較低機率獲得@ffffcc66傳奇部件@ffffffff。|一般機率獲得@ff9900ff史詩部件@ffffffff。|較高機率獲得@ff0099ff稀有部件@ffffffff。"
"item_chest_military_faction_name"	"野戰軍補給箱"
"item_chest_online_14h_name"	"盡忠職守補給箱"
"item_chest_online_2h_name"	"廢土拾荒補給箱"
"item_chest_Rare_name"	"戰利品補給箱"
"item_chest_rare_weapon_name"	"漫遊者補給箱"
"item_chest_Relic_name"	"神話補給箱"
"item_chest_scavengers_faction_desc"	"包含一件稀有陣營部件：|較低機率獲得@ffffcc66傳奇部件@ffffffff。|一般機率獲得@ff9900ff史詩部件@ffffffff。|較高機率獲得@ff0099ff稀有部件@ffffffff。"
"item_chest_scavengers_faction_name"	"傭兵補給箱"
"item_chest_skins_col1_2_desc"	"包含一件可以改變武器外形的塗裝"
"item_chest_skins_col1_china_desc"	"包含一件可以改變武器外形的塗裝"
"item_chest_skins_col2_china_desc"	"包含一件可以改變武器外形的塗裝"
"item_chest_traders_faction_desc"	"包含一件稀有陣營部件：|較低機率獲得@ffffcc66傳奇部件@ffffffff。|一般機率獲得@ff9900ff史詩部件@ffffffff。|較高機率獲得@ff0099ff稀有部件@ffffffff。"
"item_chest_traders_faction_name"	"博派補給箱"
"item_chest_White_name"	"常規補給箱"
"item_Halloween_chest_name"	"\"驚聲尖叫\"補給箱"
"item_NewYear_chest_name"	"禮物盒"
"item_PW_legend_online_chest_desc"	"含有一件傳奇塗裝"
"item_PW_legend_online_chest_name"	"傳奇線上福利寶箱"
"item_PW_rare_online_chest_desc"	"包含1件以下物品：|-稀有塗裝補給箱|-資源包|-稀有噴漆|-稀有裝飾品碎片|-史詩裝飾品碎片|-史詩噴漆"
"item_PW_rare_online_chest_name"	"稀有線上福利寶箱"
"ITEM_SUBTYPE_Afterburner"	"推進器"
"ITEM_SUBTYPE_AmmoBox"	"彈藥箱"
"ITEM_SUBTYPE_Autocannons"	"自動火炮"
"ITEM_SUBTYPE_Burst"	"點射武器"
"ITEM_SUBTYPE_Cannons"	"大炮"
"ITEM_SUBTYPE_Crossbow"	"弓弩"
"ITEM_SUBTYPE_Drone"	"無人機"
"ITEM_SUBTYPE_Engine"	"引擎"
"ITEM_SUBTYPE_ExposiveLance"	"感應炸彈"
"ITEM_SUBTYPE_Flamethrower"	"火焰噴射器"
"ITEM_SUBTYPE_GENERATOR"	"發電機"
"ITEM_SUBTYPE_GrenadeLauncher"	"榴彈發射器"
"ITEM_SUBTYPE_HomingMissiles"	"追蹤導彈"
"ITEM_SUBTYPE_Hovers"	"懸浮器"
"ITEM_SUBTYPE_Laser"	"鐳射武器"
"ITEM_SUBTYPE_Machineguns"	"機關槍"
"ITEM_SUBTYPE_MeleeBlunt"	"被動近戰武器"
"ITEM_SUBTYPE_MineLayers"	"佈雷器"
"ITEM_SUBTYPE_Miniguns"	"轉輪機槍"
"ITEM_SUBTYPE_Missiles"	"非自動制導火箭彈"
"ITEM_SUBTYPE_Plazma"	"等離子炮"
"ITEM_SUBTYPE_Radar"	"雷達"
"ITEM_SUBTYPE_Radiator"	"冷卻模組"
"ITEM_SUBTYPE_Radio"	"無線電"
"ITEM_SUBTYPE_Railguns"	"脈衝武器"
"ITEM_SUBTYPE_SawBlade"	"近戰武器"
"ITEM_SUBTYPE_Shotguns"	"霰彈槍"
"ITEM_SUBTYPE_SniperScope"	"瞄準鏡"
"ITEM_SUBTYPE_Stealth"	"隱形裝置"
"ITEM_SUBTYPE_Tesla"	"特斯拉炮"
"ITEM_SUBTYPE_Tracks"	"履帶"
"ITEM_SUBTYPE_Turret"	"炮塔部署器"
"ITEM_SUBTYPE_WheelDrone"	"無人車"
"ITEM_SUBTYPE_Wheels"	"輪胎"
"Keepheist_EliteGuard_scavengers_text"	"沒問題，我有很多垃圾桶，想對這些美女說什麼呢？"
"Khaki_Dye"	"噴漆套件：卡其色"
"Khaki_Dye_Desc"	"多用迷彩"
"KillBlast_German_Desc"	"在PVP模式中用爆炸類武器的方式完成{$required_value$;次;次}擊敗或助攻"
"KillBlast_German_Name"	"淨化之火"
"KillMelee_German_Desc"	"在PVP模式中用撞擊的方式擊敗或協助擊敗{$required_value$;個敵人;個敵人}"
"KillMelee_German_Name"	"騎士"
"KillRange_German_Desc"	"在PVP模式中用子彈完成{$required_value$;次;次}擊敗或助攻"
"KillRange_German_Name"	"槍手"
"Kill_German_Desc"	"在PVP模式中用任意方式擊敗或協助擊敗{$required_value$;個敵人;個敵人}"
"Kill_German_Name"	"不惜任何代價"
"LADDER_GAMES_TITLE"	"場次："
"LADDER_QUALIFICATION"	"定級中"
"Language_english"	"英文"
"Language_french"	"法文"
"Language_german"	"德文"
"Language_italian"	"義大利文"
"Language_korean"	"韓文"
"Language_russian"	"俄文"
"Language_thai"	"泰文"
"LB_clan_exp_weekly_desc"	"每週榮譽排行，所有戰隊成員的聲望總和。"
"LB_clan_exp_weekly_title"	"戰隊排行"
"LB_clan_member_exp_weekly_desc"	"每週榮譽排行，戰隊個人榮譽貢獻。"
"LB_clan_member_exp_weekly_title"	"戰隊排名"
"LB_ladder_rating_desc"	"排行榜"
"LB_ladder_rating_title"	"天梯比賽"
"LB_player_kills_daily_desc"	"每日得分"
"LB_player_kills_daily_title"	"每日擊殺"
"LB_player_kills_hourly_title"	"每小時擊敗"
"LB_player_kills_total_desc"	"歷史擊敗得分"
"LB_player_kills_total_title"	"總擊敗"
"LB_player_money_game_total_desc"	"在\"氣象戰\"模式中獲得的獎勵"
"LB_player_money_game_total_title"	"獲得金幣"
"leaderboardwnd_clanName"	"戰隊名稱"
"leaderboardwnd_clan_size"	"名單"
"leaderboardwnd_empty_list"	"暫無玩家信息"
"leaderboardwnd_place"	"排名"
"leaderboardwnd_rate"	"得分"
"leaderboardwnd_reward"	"獎勵"
"leaderboardwnd_userName"	"玩家姓名"
"leaderboardwnd_userName_PS4"	"名稱"
"Leaderboard_ClanName"	"戰隊名稱"
"Leaderboard_Friends"	"好友"
"leaderboard_mbp_button_tooltip"	"排行榜"
"Leaderboard_MyPos"	"我的排名"
"Leaderboard_Rank"	"排名"
"Leaderboard_Rating"	"天梯分數"
"Leaderboard_title"	"排行榜"
"Leaderboard_Top"	"回到頂部"
"Leaderboard_UserName"	"玩家姓名"
"Leaderboard_UserName_PS4"	"名稱"
"LEVEL"	"LV"
"LEVELWND_PARAGON_TITLE"	"聲望等級！"
"LEVELWND_REWARD_AVATAR"	"頭像'$name$'"
"LEVELWND_REWARD_BLUEPRINT"	"設計圖：$name$"
"LEVELWND_REWARD_BLUEPRINTSLOT"	"+%d用戶設計圖欄位"
"LEVELWND_REWARD_DRIVER"	"駕駛員\"$name$\""
"LEVELWND_REWARD_FACTION"	"陣營\"$name$\""
"LEVELWND_REWARD_GARAGE"	"車庫擴張至$val$格"
"LEVELWND_REWARD_GEARLEVEL"	"載具部件限制提高至$val$。"
"LEVELWND_REWARD_INV_SIZE"	"倉庫容量已擴大至$val$"
"LEVELWND_REWARD_MONEY"	"$val$金幣"
"LEVELWND_REWARD_RESOURCE"	"資源"
"LEVELWND_REWARD_STAMINA"	"油箱上限提升$val$"
"LEVELWND_REWARD_TITLE"	"獎勵："
"LEVELWND_TEXT"	"恭喜升級！|你現在的等級：Lv $level$"
"LEVELWND_TITLE"	"升級"
"LEVEL_PROGRESS_GARAGE_REWARD"	"最大車庫箱子：$garage$"
"LEVEL_PROGRESS_GEARLEVEL_REWARD"	"最大部件量：$gearLevel$"
"LEVEL_PROGRESS_LEVEL"	"等級：$level$"
"LEVEL_PROGRESS_LEVEL_EXP"	"需要聲望：$exp$"
"LEVEL_PROGRESS_LEVEL_REACHED"	"已獲得過獎勵"
"LEVEL_PROGRESS_MONEY_REWARD"	"金幣+$money$"
"LEVEL_PROGRESS_PARTS_REWARD"	"部件："
"LEVEL_PROGRESS_TITLE"	"使用者等級進度"
"level_up_11_Gun_BigCannon_Free_rare"	"我們在一次PVE任務中發現了一些破損的槍支，有些還能用，趁我還沒改主意趕緊拿去吧。"
"level_up_1_info_1"	"歡迎加入工程師陣營！作為我們的成員，你不必再獨自遊蕩於廢土之上。為陣營而戰，不斷獲取聲望，你在陣營中的聲望越高，獲得的獎勵就越多。"
"level_up_1_info_2"	"能生存下來，你看起來還不賴嘛。加入工程師陣營吧，讓我們看看你到底有多強。你在戰鬥中獲得的聲望越多，陣營獎勵就越豐厚！"
"level_up_1_info_3"	"很不幸，這個世界上已經沒有\"工廠\"這種東西了，你得自己組裝戰車，甚至有的零部件得通過戰鬥獲得。要麼證明自己，要麼被這個世界拋棄。戰鬥就要打響了，讓我們看看你的實力吧！"
"level_up_2_part_wheel"	"喔！你哪弄的$def_name$？快裝到戰車上試試，保證能把敵人轟成渣！"
"level_up_6_part_Gun_Cannon_rare"	"為了表彰你的英勇表現，特獎勵你稀有武器 — 自動火炮。別看它戰痕累累的樣子，但是用起來和嶄新出廠的一樣！"
"level_up_advertising"	"使用新的戰車\"毒蛇之吻\"來擊退廢土的掠奪者吧！|本車包內含：|- 輕型快速戰車'毒牙'；|- 武器：稀有中型機槍和輕機槍；|- 獨有頭像：薇琪；|- 噴漆：暮光 — 金屬；|- 650 枚遊戲金幣。"
"LEVEL_UP_SHOW_TUTORIAL"	"觀看教學"
"LEVIATHAN_HINT_TEXT3"	"獲得的銅可以用於製作新部件或在市場上出售。"
"LEVIATHAN_NO_WINS"	"鋼鐵巨獸返回了車庫。"
"LEVIATHAN_WAITING_REWARD"	"鋼鐵巨獸已回收，戰績如下：|{$win$;次勝利}，{$defeat$;次戰敗}|獲得獎勵：$rewardList$"
"LEVI_HAS_WEAK_RESULTS_TEXT"	"看來你的鋼鐵巨獸並不怎麼厲害，是否召回鋼鐵巨獸？"
"LOADING"	"載入中"
"LOBBY_LEADER"	"(房主)"
"LOCKED_FOR_PROMO"	"體驗帳號無法使用"
"LoginStatus_Check_for_update"	"檢查更新..."
"LoginStatus_Check_server_status"	"檢查伺服器狀態"
"LoginStatus_Connecting"	"連接中"
"LoginStatus_Download_update"	"更新： $downloaded$ / $total$"
"LoginStatus_Initializing"	"正在初始化"
"LoginStatus_wait_login_queue"	"排隊中"
"LOGIN_ARC_DESC"	"你已中斷連線，請點擊\"重新連線\"登錄。"
"LOGIN_ARC_TITLE"	"重新連線"
"LOGIN_AUTH_CODE"	"驗證碼"
"LOGIN_BETA_TEST_TEXT"	"《創世戰車》仍持續處於開發階段，所以部分的遊戲功能、性能及參數都會不斷的進行調整、優化及改動。遊戲中可能會有一部分功能無法使用，歡迎使用線上客服系統隨時提供建議與想法，謝謝。"
"LOGIN_BETA_TEST_TITLE"	"歡迎來到創世戰車！"
"LOGIN_BUTTON"	"登錄"
"LOGIN_CHANGE_USER"	"@ffff9900$key$@ffffffff鍵更改資料"
"LOGIN_COMMON_ATTACH_DESC"	"使用帳號將綁定至Steam"
"LOGIN_COMMON_ATTACH_TITLE"	"使用Gaijin.net"
"LOGIN_COMMON_DESC"	"如果還沒有GF遊戲帳號，請點此處$url href=\"http://cr.gameflier.com/\" text=\"@ffff9900免費註冊\"$"
"Login_forum"	"論壇"
"LOGIN_PASSWORD_TITLE"	"密碼"
"LOGIN_PRESS_BTN_PS4"	"按@ffff9900$key$@ffffffff鍵繼續"
"LOGIN_PRESS_BTN_XBONE"	"按@ffff9900$key$@ffffffff鍵繼續"
"Login_quit"	"退出"
"LOGIN_REMEMBER"	"記住帳號密碼（公共場合請勿使用）"
"Login_settings"	"設置"
"Login_site"	"官網"
"LOGIN_STEAM_ATTACH_BTN"	"綁定"
"LOGIN_STEAM_ATTACH_CLEAR"	"收到！"
"LOGIN_STEAM_ATTACH_DESC"	"綁定Steam帳號？綁定Steam帳號後可流覽Steam商店，與好友交談，查看成就。"
"LOGIN_STEAM_ATTACH_INFO_TEXT"	"嗨，倖存者！如果你之前使用過Gaijin帳號有玩過Crossout，請使用Gaijin帳號登錄。|如果你是第一次玩Crossout，請點擊\"使用Steam登陸\""
"LOGIN_STEAM_CREATE_BTN"	"創建"
"LOGIN_STEAM_DESC"	"使用Steam資料登錄遊戲。"
"LOGIN_STEAM_TITLE"	"錯誤資訊（使用Steam帳號登錄）"
"Login_termsofuse"	"使用條款"
"LOGIN_TITLE"	"登錄"
"LOGIN_USERNAME_TITLE"	"E-MAIL帳號"
"LOGIN_WAITING_IN_LQ_TEXT"	"伺服器已滿，排隊中。"
"LOGIN_WAITING_IN_LQ_TITLE"	"伺服器已滿，預計等待時間："
"MAP_DESC_ARENA_CANYON"	"被岩石環繞的戰場"
"MAP_DESC_ARIZONA_CASTLE"	"沙漠中心的狂派基地。"
"MAP_DESC_ARIZONA_SILO"	"沙漠深處的廢棄航空站"
"MAP_DESC_BRIDGE"	"乾枯河床"
"MAP_DESC_BUILDING_YARD"	"半途而廢的磨坊"
"MAP_DESC_BUILDING_YARD2"	"半途而廢的磨坊"
"MAP_DESC_BUILDING_YARD3"	"半途而廢的磨坊"
"MAP_DESC_BUILDING_YARD_HALLOWEEN"	"未完成的磨坊"
"MAP_DESC_CASTLE"	"前沿哨站"
"MAP_DESC_CEMETERY_HIGHWAY"	"都市快線"
"MAP_DESC_CITYRUIN"	"荒城神廟"
"MAP_DESC_FACTORY"	"酸液工廠"
"MAP_DESC_FRENZIED_TRACK"	"沙漠峽谷中的營地。"
"MAP_DESC_HANGAR"	"你的車庫"
"MAP_DESC_HANGAR_HALLOWEEN"	"你的車庫"
"MAP_DESC_HANGAR_NEWYEAR"	"這裡有節日的氣氛"
"MAP_DESC_IRON_WAY"	"基站廢墟"
"MAP_DESC_IRON_WAY_CENTER"	"舊日中繼站"
"MAP_DESC_LOST_COAST"	"河岸荒丘"
"MAP_DESC_MINERS_WAY"	"沙漠中的礦場"
"MAP_DESC_MOUNTAIN_SERPANTIN"	"危險山道"
"MAP_DESC_PORT"	"舊港古鎮"
"MAP_DESC_PORT_NEWYEAR"	"格朗的藏身處"
"MAP_DESC_POWERPLANT"	"廢棄電站"
"MAP_DESC_PVE_CANYONS"	"權威峽谷"
"MAP_DESC_REFINERY_NEWYEAR"	"格朗的藏身處"
"MAP_DESC_RIVERPORT"	"河床群落"
"MAP_DESC_ROCKCITY"	"巨岩群落"
"MAP_DESC_ROCKCITY_2BASES"	"未來峽谷"
"MAP_DESC_ROCKTEST"	"巨岩群落"
"MAP_DESC_SAND_VALLEY"	"神秘戈壁"
"MAP_DESC_SAND_VALLEY_HALLOWEEN"	"神秘戈壁"
"MAP_DESC_TUTORIAL"	"用於測試新司機駕駛水準的訓練場"
"MAP_HINT_TITLE1"	"任務"
"MAP_HINT_TITLE2"	"副本戰鬥"
"MAP_TITLE_ARENA_CANYON"	"惡魔峽谷"
"MAP_TITLE_ARIZONA_CASTLE"	"可汗之怒"
"MAP_TITLE_ARIZONA_SILO"	"箭隕之地"
"MAP_TITLE_BRIDGE"	"決鬥之橋"
"MAP_TITLE_BUILDING_YARD"	"漆黑磨坊"
"MAP_TITLE_BUILDING_YARD_HALLOWEEN"	"漆黑磨坊"
"MAP_TITLE_CASTLE"	"古堡遺跡"
"MAP_TITLE_cemetery_highway"	"奪命高速"
"MAP_TITLE_CITYRUIN"	"回憶小鎮"
"MAP_TITLE_FACTORY"	"廢舊工廠"
"MAP_TITLE_FRENZIED_TRACK"	"雙子奇峰"
"MAP_TITLE_HANGAR"	"車庫"
"MAP_TITLE_HANGAR_HALLOWEEN"	"車庫"
"MAP_TITLE_HANGAR_NEWYEAR"	"歡樂的車庫"
"MAP_TITLE_IRON_WAY"	"東部矩陣"
"MAP_TITLE_IRON_WAY_CENTER"	"17號控制點"
"MAP_TITLE_LOST_COAST"	"迷失海岸"
"MAP_TITLE_MINERS_WAY"	"詛咒礦場"
"MAP_TITLE_MOUNTAIN_SERPANTIN"	"蛇紋之地"
"MAP_TITLE_PORT"	"45號航空站"
"MAP_TITLE_PORT_NEWYEAR"	"45號航空站"
"MAP_TITLE_POWERPLANT"	"能源中心"
"MAP_TITLE_POWERPLANT_NEWYEAR"	"廢棄電站"
"MAP_TITLE_PVE_CANYONS"	"致命峽谷"
"MAP_TITLE_REFINERY"	"冶煉工廠"
"MAP_TITLE_REFINERY_NEWYEAR"	"冶煉工廠"
"MAP_TITLE_RIVERPORT"	"棄船回收站"
"MAP_TITLE_ROCKCITY"	"峭壁迷城"
"MAP_TITLE_ROCKCITY_2BASES"	"拓荒峽谷"
"MAP_TITLE_ROCKTEST"	"峭壁迷城（測試）"
"MAP_TITLE_SAND_VALLEY"	"沙漠深谷"
"MAP_TITLE_SAND_VALLEY_HALLOWEEN"	"沙漠深谷"
"MAP_TITLE_test_map"	"測試地圖"
"MAP_TITLE_TUTORIAL"	"峽谷"
"mask_ambulance_desc"	"他花了很久的時間試圖治癒感染了病毒的人類，但是他從未成功過，隨著看到的垂死之人越來越多，他逐漸失去理智。現在他可以聽到呼救的聲音，還能看到許多虛幻的影像（也可能是其他人根本沒有注意到）。|現在，莫提斯認為這是一種襲擊地球的疾病，他竭盡全力緩解患者的痛苦並治愈地球"
"Mask_DLC_3_name"	"倖存者"
"Mask_football_Desc"	"赫克托是廢土世界中上最狂熱的球迷，也是最好的體育記者，有人開玩笑說，這只是因為沒有體育項目，也沒有記者在災難後離開，但這個人真的擅長大聲喊叫，吹口哨和打架，他總是希望將自己的生活與體育連結在一起，當世界陷入陰霾時，他決定不把它當作是是放棄目標的藉口，而理想主義者生活是很艱難的，所以赫克托常常沒有生計，但三等兵刀疤最近注意到他，並邀請他幫助組織鋼鐵足球錦標賽"
"Mask_football_Name"	"赫克托"
"Mask_Maxine_Desc"	"每個人都必須獨自呆在家裡。但是瑪克辛不是這樣的||小時候，她發現了一個對講機，從那以後就再也沒有離開過這個對講機，某天晚上對講機發出了聲音，並告訴瑪克辛驚奇的故事：關於天空中的無聲星星和神秘船隻，幾年後安靜的生活終於結束了，當時這個聲音告訴瑪克辛摧毀房子裡的所有電視並跑到森林裡，逃離即將發生的災難，幾天之後，災難真的降臨了，在那之後流了很多血，聲音的要求變得更加的陌生，但是瑪克辛信任這個老朋友的聲音並等待它預測新的災難，這一次這個瘋狂的女孩的聲音不會再被聽見了，因為全世界都瘋了"
"Mask_Maxine_Name"	"瑪克辛"
"Mask_Mechanics_3_name"	"導師"
"Mask_PSN_Exclusive_pack_Desc"	"捕獵者|他曾經是一名優秀的員警，當文明崩潰時，他離開了城市，保護了一群倖存者免遭遊蕩者的襲擊。後來，他總是在廢土巡邏，挽救了更多的倖存者，並建立了一個小型的法律。"
